csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
2538.180583159186	2237.8823411700323	2796.8941281315633	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0148826	0.0311593	0.08467339999999998	-0.00139077	-0.0	0.0
2492.6759119872404	2232.476746431568	2782.126926272817	1.183644	40.096588	0.04435859999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0212306	0.0405106	0.0665081	-0.00160065	-0.0	0.0
2468.9052353784978	2233.508293943168	2772.9386587487325	1.115488	37.787792	0.1129556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0298903	0.0122761	0.123692	-0.0012231	-0.0	0.0
2461.108017627193	2231.3630378368653	2770.397061337494	1.125879	38.139778	0.1317624	0.0057717409	-0.00017634630000000002	0.058996498099999996	-0.2220178746	0.0606244016	-0.0022508254000000003	0.0529611235	-0.010864097	0.0191966312	-0.2024847914	0.0007786853999999999	-0.006156201	0.0882145705	0.0882096274	0.08820138890000001	0.0	0.0	0.0	0.0277162	0.0682094	0.107754	-0.00237744	-0.0	0.0
2458.8188791270363	2233.8646916849225	2768.9652963543235	1.078523	36.53558	0.12828215000000004	0.0028432903999999998	0.031710376400000004	0.14007321720000002	-0.19864039120000002	0.0088556086	0.027751355499999998	0.0316640619	-0.043609981900000004	0.084817404	-0.20484164829999998	-0.0539980269	-0.0098869339	0.08820138890000001	0.0881569058	0.088082784	0.0	0.0	0.0	0.037281	0.0197433	0.07940039999999998	-0.00189888	0.000155121	-0.000204272
2450.333284519404	2230.979711044462	2767.419798015116	1.160086	39.298576	0.15129784999999998	-0.11224285519999999	0.050788022300000006	0.0743086441	-0.142745904	-0.1568635478	0.0536928947	-0.1049190249	-0.0011733627	0.0283870406	-0.108116948	-0.17634666969999999	-0.0732563825	0.08817502769999999	0.08805149429999999	0.08784573359999999	0.0	0.0	0.0	0.0428317	-0.0242642	0.122277	-0.0012750000000000003	0.000708015	-0.000204759
2455.3610288373497	2233.7270237831344	2769.4335314882946	1.060469	35.923996	0.13649395	-0.1297715175	-0.0300672885	0.0522395263	-0.1594962071	0.0042860456	-0.04922843	-0.0789731502	0.0878579009	0.0053441679	-0.210579997	-0.0207611404	0.0208437993	0.0881354907	0.0878934558	0.0874905565	0.0	0.0	0.0	0.0454912	0.0396024	0.13228100000000004	-0.00209249	0.0008850429999999999	-2.1175799999999998e-22
2456.0316011756045	2233.801490851766	2768.4938080316274	1.125229	38.117756	0.06535342999999999	-0.0422920096	-0.1055275842	0.0499285849	-0.17891061739999997	-0.04619187190000001	-0.0002135819	0.0340442685	0.0909507209	-0.0212062994	-0.1271158313	-0.051895351299999996	-0.0142336728	0.088082784	0.0876828848	0.08701773039999999	0.0	0.0	0.0	0.0486006	0.0415832	0.0830097	-0.00204579	0.000992613	-6.55686e-05
2448.735135495073	2234.77231060629	2764.68062946136	1.141958	38.684471	0.14298912000000003	0.0089282398	-0.022105737799999997	-0.0478950546	-0.1764698799	-0.13478460009999998	-0.021958201899999998	0.0352971509	-0.0074106410999999995	-0.09524030380000001	-0.1457945406	-0.1582013294	-0.0445625471	0.0880169153	0.08741990699999999	0.08642789099999999	0.0	0.0	0.0	0.0540863	-0.0141838	0.115861	-0.00140067	0.0010832	-0.000307564
2453.989597127382	2235.4993949738164	2764.7609770506606	1.029052	34.859726	0.12076880000000002	0.0266258381	0.0294336792	-0.0020836881	-0.1554286879	-0.0690913251	-0.09255221429999999	0.0115708505	-0.0351121192	-0.0392703971	-0.22809537870000002	-0.0648478814	-0.0561627668	0.08793789460000001	0.0871046798	0.0857218315	0.0	0.0	0.0	0.0481075	0.0294197	0.14903	-0.00176475	0.0008331979999999998	-0.000161296
