onset	duration	trial_type	response_time
31.11	9.6	n/a	6.175
41.908	9.6	low	5.473
53.906	9.6	low	5.05
65.904	9.6	low	5.771
79.119	9.6	n/a	6.04000000000001
92.317	9.6	high	5.44900000000001
105.515	9.6	high	6.224
117.513	9.6	low	5.88799999999999
128.311	9.6	low	5.964
139.109	9.6	low	5.13499999999999
151.107	9.6	low	5.58699999999999
161.906	9.6	low	5.78
173.904	9.6	n/a	5.60599999999999
187.118	9.6	n/a	5.41900000000001
199.116	9.6	n/a	5.53099999999998
209.915	9.6	n/a	5.21000000000001
223.113	9.6	low	5.464
233.911	9.6	low	5.75800000000001
277.104	9.6	low	6.22000000000003
289.119	9.6	low	5.726
299.917	9.6	low	5.47300000000001
313.115	9.6	low	5.197
326.313	9.6	n/a	5.86900000000003
337.111	9.6	high	5.99299999999999
350.309	9.6	n/a	5.22399999999999
361.107	9.6	n/a	5.47799999999995
373.106	9.6	low	5.53000000000003
385.104	9.6	n/a	5.61000000000001
398.318	9.6	high	5.47300000000001
409.117	9.6	n/a	5.42099999999999
421.115	9.6	low	5.68000000000001
434.313	9.6	n/a	6.13600000000002
446.311	9.6	low	5.64400000000001
457.109	9.6	low	5.536
470.307	9.6	low	5.387
481.105	9.6	low	5.36599999999999
523.115	9.6	high	5.68899999999996
535.113	9.6	low	5.88
545.912	9.6	low	5.66999999999996
556.71	9.6	n/a	5.81799999999998
569.908	9.6	low	6.03999999999996
583.106	9.6	low	5.47000000000003
595.104	9.6	low	n/a
605.919	9.6	low	5.74199999999996
617.917	9.6	n/a	5.67099999999994
631.115	9.6	n/a	5.35900000000004
643.113	9.6	low	5.22699999999998
653.911	9.6	low	5.64800000000002
665.909	9.6	n/a	5.74900000000002
676.708	9.6	low	5.40800000000002
689.905	9.6	n/a	5.84199999999998
703.12	9.6	low	5.41700000000003
715.118	9.6	low	5.43499999999995
725.916	9.6	n/a	5.32799999999997
