csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3631.406799482687	3346.303548883534	4560.219780954358	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.85237e-08	0.0781279	0.144561	-0.00147555	-0.0	0.0
3554.497253804533	3344.849549605821	4518.965815802851	1.350934	31.264341	0.1110619814763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0133047	0.0629227	0.177671	-0.00114723	-0.000339518	0.000321004
3530.5813724269233	3346.481631626929	4501.202487489592	1.200311	27.778515	0.2330683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0145969	0.176425	0.224635	-0.00233704	-0.000482338	0.00041457
3520.039227139253	3342.4413150499195	4492.469859993676	1.173903	27.167351	0.10411835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0205816	0.126628	0.190384	-0.00230273	-0.000680615	0.000463696
3511.764345455682	3342.3553618182814	4480.966980115109	1.054177	24.396574	0.08977319999999998	-0.0703013066	-0.010423793	0.0794831313	-0.0363808891	0.016533791699999998	-0.0537121592	0.069294044	-0.0187420802	0.0494101487	-0.040386114300000005	0.0337889485	-0.0394903654	0.0883866838	0.0883816922	0.0883733731	0.0	0.0	0.0	0.0	-0.0140421	0.0859169	0.196109	-0.00176488	-0.000518621	0.000427588
3505.115858739165	3340.0222720038123	4477.269269269726	0.924618	21.398209	0.06895959999999998	-0.0664456958	-0.05737505019999999	-0.0069040074	-0.0036127506	-0.03517282	-0.0615008884	0.0634947321	-0.0644529821	-0.0070413055	0.036352498999999996	0.0664400872	-0.0785761495	0.0883733731	0.0883284543	0.0882536067	0.0	0.0	0.0	0.0	-0.0204344	0.105346	0.215107	-0.00210538	-0.000567805	0.000334468
3510.64343369044	3337.9851289449834	4478.891975092361	1.110688	25.704388	0.11388574999999998	-0.016835129	-0.1098216868	-0.0780253797	-0.0050274028000000005	0.0623341027	0.0557400105	0.0009161894999999999	-0.10090700289999999	-0.11822240869999999	-0.045093234	-0.06853088639999999	-0.0024730571	0.0883467536	0.0882220108	0.0880142364	0.0	0.0	0.0	0.0	-0.0259487	0.159318	0.208849	-0.00276146	-0.000776743	0.000432279
3512.310753993308	3338.5759930762456	4478.07374232144	1.049353	24.284918	0.10997029999999997	0.0674096903	-0.0477968206	0.0412461854	-0.060494733499999995	0.0891983453	0.0551393663	-0.0727850597	-0.050919055	0.0104030331	-0.1107007533	-0.0328681647	0.0221372269	0.08830682949999999	0.08806242550000001	0.08765558650000001	0.0	0.0	0.0	0.0	-0.0283399	0.108832	0.182646	-0.00219344	-0.000728668	0.000433986
3506.226152038899	3339.5647125850905	4474.331044771322	1.059234	24.513588	0.09567785	0.0708373817	0.040066169900000004	0.0230462344	-0.0267195572	0.0050895332	-0.0990036877	-0.0647637311	0.040062136899999996	0.0273305532	0.022080978199999997	0.0676576866	0.0032809956	0.0882536067	0.0878497948	0.08717814300000001	0.0	0.0	0.0	0.0	-0.0178043	0.0700763	0.17286	-0.00173702	-0.000551574	0.000335489
3500.599692627576	3339.2049442682337	4474.04211763204	0.997019	23.073763	0.07686260999999998	0.0355287114	0.06875107309999999	-0.0878546212	0.0656393889	-0.0512701988	-0.0828765658	-0.0239902763	0.0773989489	-0.0182752799	0.1364895422	0.0429701779	-0.063613019	0.0881870933	0.0875842466	0.086582553	0.0	0.0	0.0	0.0	-0.00711794	0.0800043	0.199586	-0.00171406	-0.00011424400000000003	0.000205334
