onset	duration	trial_type	response_time
31.12	9.6	low	5.294
41.919	9.6	low	5.508
55.118	9.6	low	5.723
67.117	9.6	n/a	5.44
79.116	9.6	n/a	5.15600000000001
92.315	9.6	low	5.887
103.114	9.6	low	5.351
113.914	9.6	low	5.092
125.913	9.6	n/a	5.38000000000001
139.112	9.6	high	6.06
151.111	9.6	n/a	5.559
163.123	9.6	low	5.25200000000001
176.322	9.6	low	5.30500000000001
187.122	9.6	high	5.30799999999999
197.921	9.6	low	6.67600000000002
209.92	9.6	n/a	6.322
220.719	9.6	low	5.74600000000001
233.918	9.6	n/a	5.58099999999999
277.115	9.6	high	5.63099999999997
289.114	9.6	n/a	5.471
302.313	9.6	low	5.55000000000001
314.312	9.6	n/a	5.46600000000001
327.511	9.6	low	5.42599999999999
339.524	9.6	n/a	5.28800000000001
350.323	9.6	low	5.20699999999999
363.522	9.6	low	6.22800000000001
374.321	9.6	n/a	5.45499999999998
385.12	9.6	low	5.25400000000002
398.319	9.6	low	5.95400000000001
411.519	9.6	low	5.77100000000002
423.518	9.6	n/a	5.42500000000001
434.317	9.6	low	5.77800000000002
446.316	9.6	n/a	5.173
458.315	9.6	low	5.66300000000001
471.514	9.6	high	5.47699999999998
482.313	9.6	low	5.714
523.124	9.6	low	5.55999999999995
533.923	9.6	low	5.46699999999998
545.922	9.6	n/a	5.67599999999993
556.721	9.6	low	6.09299999999996
567.52	9.6	low	5.56000000000006
580.719	9.6	n/a	6.95899999999995
592.719	9.6	low	6.99699999999996
605.918	9.6	low	5.35400000000004
619.117	9.6	n/a	5.31500000000005
631.116	9.6	high	5.51200000000006
643.115	9.6	low	6.33000000000004
653.914	9.6	low	5.447
667.113	9.6	n/a	5.36799999999994
679.112	9.6	low	5.75700000000006
692.311	9.6	n/a	5.37900000000002
704.324	9.6	low	5.41300000000001
715.123	9.6	n/a	5.40599999999995
725.922	9.6	low	5.09299999999996
