csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3307.5800441835595	2874.652141913972	3800.4405817142742	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.125974	0.144354	-0.000629163	-0.0	0.0
3258.1383047695062	2872.7436359345647	3777.652463353	1.131146	32.61013	0.052964350000000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.160288	0.154597	-0.000461016	-0.0	0.0
3233.4598851011574	2868.7907323746404	3765.631567650396	1.1130350000000002	32.088001	0.08749294999999999	-0.054965011900000006	0.0213125748	-0.0058771355	0.0486716383	-0.0876652707	0.0828818227	0.06738707719999999	-0.0994542619	0.013208451699999998	-0.0006227826999999999	0.006145748299999999	-0.032757336899999996	0.0880434588	0.08803856339999999	0.08803040460000001	0.0	0.0	0.0	0.236737	0.153709	-0.000664135	-0.0	0.0
3220.0566341566578	2874.07749391992	3760.413977967431	1.115221	32.151031	0.1917979	-0.055928539900000004	-0.0758837448	-0.0299539838	0.0028332273	0.0418614128	0.0253801983	-0.054891559400000005	-0.0281710548	-0.0999995976	-0.010398935	-0.0538531918	-0.050190571100000005	0.08803040460000001	0.0879863512	0.08791294529999999	0.0	0.0	0.0	0.0607546	0.166474	-0.0007251449999999998	-0.0	0.0
3215.2227107382405	2868.510034297881	3757.4429489216914	1.006103	29.005228	0.06587074999999999	-0.055289932199999996	0.038313212400000005	0.1010095358	-0.019173876	0.08856576	0.059592038099999994	-0.0358588076	-0.0119293493	0.024283292999999997	-0.0127350425	-0.1036170234	0.0866554617	0.08800429800000001	0.0878819578	0.08767818349999999	0.0	0.0	0.0	0.102354	0.182346	-0.000557158	-0.0	0.0
3220.72567068173	2869.8453379385674	3754.151834168653	1.128733	32.540565	0.13418839999999999	-0.048828934500000004	0.0775438973	-0.0259766677	0.0378592386	-0.0897985004	0.0621706694	0.0533737871	-0.076779732	0.0598328443	-0.0115393525	0.0164806726	-0.0762890341	0.08796514300000001	0.0877254451	0.0873264324	0.0	0.0	0.0	0.20557	0.155348	-0.000636646	-0.0	0.0
3201.471489054159	2868.244033716987	3746.1600991484015	1.100592	31.729286	0.14495195000000002	0.0101879605	-0.08768332	-0.0703725454	-0.0187643675	0.0066861043000000005	0.038957257099999996	-0.0630563409	0.0364331209	-0.0822925687	-0.024997205800000002	-0.027454489199999998	-0.052044992000000005	0.08791294529999999	0.08751690599999999	0.08685816140000001	0.0	0.0	0.0	0.0781137	0.14794099999999996	-0.0008384189999999998	-0.0	0.0
3198.807699303157	2863.679377009516	3742.8905094976867	1.015693	29.281719	0.1256588	0.0439384537	0.0281456073	0.0942645836	-0.0354316831	0.0600565304	0.021035552599999997	0.012208088899999999	0.027473315699999997	0.0323709936	0.0537113066	-0.0465801004	0.0651083678	0.0878477127	0.087256464	0.08627399529999999	0.0	0.0	0.0	0.164824	0.175519	-0.000611009	-0.0	0.0
3203.956510332421	2866.567314475641	3742.6006569505935	1.026561	29.595015	0.08865685000000001	0.0413826615	0.0685857295	-0.0187903847	0.059668556399999996	-0.0817735077	0.013422647	0.0515828917	-0.0142415846	0.10379399140000001	0.0330823282	0.046460883499999994	-0.0642214011	0.0877694549	0.08694427369999999	0.0855747135	0.0	0.0	0.0	0.223746	0.150752	-0.000710366	-0.0	0.0
3194.8074308696587	2870.036646327363	3741.2173069948	1.06863	30.807842	0.12066845	0.0355014985	-0.077880664	-0.0584819952	0.0213389438	0.0270814658	-0.0424321234	-0.0908902102	0.036647394300000004	-0.0649918262	0.0290067892	0.0115983279	-0.0711014916	0.08767818349999999	0.0865805201	0.084761249	0.0	0.0	0.0	0.105521	0.150528	-0.000665977	-0.0	0.0
3207.307073948601	2870.742126128866	3748.265841291533	1.096888	31.622511	0.1583367841	0.0323557691	0.0132413024	0.115926991	-0.044406897800000004	-0.009688012900000001	0.017517873	0.0751608337	-0.0063544928	0.0034688449	0.0750066826	-0.0276606469	0.054403178499999996	0.08757391199999999	0.0861654192	0.0838346874	0.0	0.0	-1.48141e-05	0.246686	0.159019	-0.000592356	6.351e-05	-3.61884e-05
3203.188025125189	2872.722914874821	3747.4407630676124	1.071117	30.879541	0.1446564819	0.0500284668	0.09229938830000001	-0.0155331948	0.048889413099999994	-0.016901411499999998	0.0050270502	-0.017256433	-0.024570177000000002	0.094832477	0.009849081899999999	0.0199769679	-0.017354353500000003	0.0874566558	0.0856992169	0.0827962648	0.0	0.0	-0.000164111	0.120654	0.150586	-0.000688419	-0.0	-7.74591e-05
3202.5442991865584	2869.972796550246	3745.834888071854	1.007305	29.039894	0.07982561720000003	0.049882136900000006	-0.0785886398	-0.0322315945	0.0428362946	-0.0501748675	0.0354438685	-0.0194196583	-0.0188282831	-0.0679842945	0.030378284	-0.0485441846	-0.0753275987	0.0873264324	0.0851821898	0.081647367	0.0	0.0	-5.06438e-05	0.169663	0.167663	-0.000525522	7.21153e-05	-3.99484e-05
3214.217262639048	2871.562294586625	3747.118924643368	1.002793	28.909798	0.06790834039999998	0.049244232699999994	0.0035034465999999997	0.0950646405	-0.08882277710000001	-0.01768706	0.034065431	0.084103471	0.0209267998	-0.0182623295	0.037450662200000005	-0.0984662681	0.0585462429	0.08718326109999999	0.08461464449999999	0.0803895268	0.0	0.0	-4.45184e-05	0.204697	0.148211	-0.000700498	1.65436e-24	-1.87154e-05
3201.239907153017	2871.4982038669527	3744.164676775986	1.042781	30.062626	0.1095695784	0.047328479900000005	0.10347631369999999	0.00843225	0.0385494018	0.0248838192	0.0572731475	-0.0633850323	-0.0084352504	0.09979182369999999	-0.025522681800000002	-0.025666829300000003	3.35425e-05	0.087027163	0.08399691769999999	0.0790244225	0.0	0.0	0.00236418	0.10476	0.14761	-0.000789436	-0.0	-6.2235e-05
3212.584829461548	2868.403537688501	3746.492593898537	1.051016	30.300043	0.1438252901	0.020794853999999998	-0.0612262307	-0.0518339739	0.019708941299999998	-0.1076401367	0.0685744617	0.0642740961	-0.0291125685	-0.0465251726	0.024029309	-0.014576988300000001	-0.1321779981	0.08685816140000001	0.08332937559999999	0.0775538758	0.0	0.0	-2.03301e-05	0.226275	0.159638	-0.000681115	-0.0	-1.26004e-05
3210.697297460071	2869.6022269004134	3747.230217340984	1.067088	30.763386	0.15901236465	0.0328388008	-0.0019977808	0.0816340373	-0.0444762375	0.0558560644	0.0360945492	-0.016693189299999998	0.0391925317	0.0047498576	0.0350785652	-0.104016111	0.0810281372	0.0866762813	0.0826124142	0.0759798486	0.0	0.0	-4.4741e-05	0.0890831	0.145626	-0.0008234199999999998	-0.0	7.75675e-07
3209.462260419298	2865.2286376391826	3748.872974233128	1.064461	30.687641	0.01314464435000001	0.028377946400000003	0.10585067699999999	-0.0362435619	0.0766529319	0.032084885	0.0365207482	-0.0763383332	-0.0221126979	0.1088331466	0.0006866292	0.023267494500000003	-0.011980293700000002	0.08648154960000001	0.0818464586	0.0743044413	0.0	0.0	-5.19334e-05	0.08283899999999998	0.143541	-0.000918451	-0.0	-3.60364e-07
3212.197398122632	2870.860669866004	3748.346430057864	1.026921	29.605392	0.08699004700000001	0.007022548399999999	-0.1097884551	-0.024594504500000003	-0.006361322900000001	-0.0406267584	0.047258622699999996	-0.0089140466	-0.0076441189	-0.105211579	-0.0168567726	-0.0499666551	-0.0498363324	0.08627399529999999	0.08103196309999999	0.0725298893	0.0	0.0	-5.15482e-05	0.162254	0.139351	-0.0008729859999999999	3.30872e-24	-2.25886e-05
3214.9785731918555	2871.409296064099	3746.577709309872	1.039868	29.978661	0.1051152032	0.0051795108	0.07785351230000001	0.0696254069	-0.0556416444	-0.031328595	0.053325561699999996	0.0932025069	-0.0306490537	0.06298307339999999	0.0157575525	-0.0681027583	0.0392790284	0.08605364900000001	0.08016941080000001	0.0706585605	0.0	0.0	0.00241137	0.250309	0.14529	-0.000713451	-0.0	-3.62193e-05
3213.2610406410445	2872.6918332852056	3746.215787745896	0.982381	28.321344	0.0807638667	0.0111904857	-0.0274823941	-0.0595052225	0.0154912076	-0.09691289189999999	0.042218776500000006	0.0492220855	-0.016137446	-0.0039058618	-0.009279864300000001	0.0096000003	-0.0968019464	0.0858205436	0.0792593133	0.0686929517	0.0	0.0	-4.49522e-05	0.206876	0.127292	-0.000960398	-5.76989e-05	-3.33431e-06
3204.9159210657244	2871.708064832495	3744.580939807904	1.13395	32.690964	0.1617771367	0.0383759546	-0.0121280208	0.0830438388	-0.0298065596	0.11901251730000001	0.0074728926	-0.061614946	0.052484619100000005	0.007937892	0.0145759479	-0.0750302228	0.1076993306	0.0855747135	0.07830221009999999	0.0666356857	0.0	0.0	0.00289344	0.0739478	0.146035	-0.000975507	-0.0	-7.38773e-05
3222.488642710562	2872.740021796237	3749.3756394506654	1.100466	31.725645	0.1239273735	-0.0196775755	0.0957702866	-0.0560466133	0.042272032800000005	-0.045419595	0.0040709603	0.0133050357	-0.057903549299999996	0.0817528366	-0.0269036169	0.0590549474	-0.0537315747	0.08531619509999999	0.077298669	0.0644895074	0.0	0.0	-5.71585e-05	0.181459	0.137798	-0.00103958	-0.0	-3.33788e-05
3216.221183478965	2874.731171072064	3745.025461175698	1.026634	29.597118	0.11829504350000003	0.0039747717	-0.1031173313	-0.025602836299999997	-0.046109169699999994	0.0231727858	0.012271331699999999	-0.0373229641	0.0441879379	-0.1250195919	-0.0356837801	-0.0202555851	-0.0195664204	0.0850450269	0.07624928519999999	0.0622572806	0.0	0.0	0.00980256	0.125271	0.110946	-0.00141535	6.31553e-05	-0.00010236
3218.4339664810136	2869.850879617336	3747.498542371545	1.089813	31.418539	0.184637465	-0.0120010194	0.07079121299999999	0.060788506	-0.0582744524	-0.0708663276	0.010671336699999999	0.09990066189999999	-0.0073707439	0.080398742	0.015998735	-0.0094570422	0.012761566299999999	0.084761249	0.07515468089999999	0.0599419838	0.0	0.0	0.00208574	0.2502	0.0928939	-0.000835592	-0.0	-6.64824e-05
3216.0270692175945	2873.1879340062765	3747.0653750365263	1.084167	31.255766	0.18763936	0.0012562355	-0.045157447	-0.08731422789999999	-0.0097294338	-0.026671964300000003	-0.0162789946	-0.0233753789	0.0347848221	-0.0328450713	-0.025864074100000002	0.0367283998	-0.0977830549	0.0844649035	0.0740155054	0.057546706100000004	0.0	0.0	0.00534591	0.0841607	0.0931442	-0.0011791	-0.0	-8.476619999999998e-05
