onset	duration	trial_type	response_time
31.105	9.6	low	5.829
43.12	9.6	low	5.128
53.918	9.6	low	5.261
64.716	9.6	high	5.19200000000001
77.914	9.6	n/a	6.44
91.112	9.6	n/a	5.67400000000001
103.11	9.6	n/a	5.438
116.308	9.6	low	5.35299999999999
128.306	9.6	low	6.90799999999999
139.121	9.6	low	5.36799999999999
151.119	9.6	high	5.994
164.317	9.6	n/a	5.684
175.115	9.6	n/a	5.46899999999999
188.313	9.6	n/a	6.54700000000003
199.111	9.6	low	5.917
211.109	9.6	low	6.63899999999998
221.908	9.6	low	5.08500000000001
235.105	9.6	low	5.39000000000001
277.115	9.6	n/a	6.45600000000002
290.313	9.6	low	6.63499999999999
302.311	9.6	n/a	6.75
313.11	9.6	low	6.31799999999998
326.307	9.6	low	5.71600000000001
337.106	9.6	n/a	7.46300000000002
350.32	9.6	low	7.40800000000002
362.318	9.6	n/a	5.63900000000001
373.117	9.6	low	6.54499999999996
385.115	9.6	low	n/a
395.913	9.6	n/a	5.39099999999996
409.111	9.6	low	n/a
421.109	9.6	low	5.62800000000004
431.907	9.6	high	5.077
445.105	9.6	high	5.46099999999996
457.12	9.6	low	7.22500000000002
467.918	9.6	low	5.09999999999997
479.916	9.6	n/a	5.31999999999999
523.109	9.6	n/a	5.91599999999994
535.107	9.6	low	6.57400000000007
545.906	9.6	n/a	n/a
559.12	9.6	low	6.96600000000001
572.318	9.6	low	7.25800000000004
583.116	9.6	low	6.25099999999998
596.314	9.6	low	7.24800000000005
607.112	9.6	low	5.63200000000006
619.111	9.6	low	6.04600000000005
631.109	9.6	high	5.40699999999993
643.107	9.6	low	7.14700000000005
653.905	9.6	low	5.05900000000008
664.72	9.6	low	6.49799999999993
677.918	9.6	n/a	6.35599999999999
689.916	9.6	n/a	5.15299999999991
701.914	9.6	n/a	7.20400000000006
712.712	9.6	low	n/a
725.91	9.6	n/a	5.91800000000001
