onset	duration	trial_type	response_time
30.818	11.2	n/a	9.96
42.816	11.2	n/a	9.607
54.814	11.2	low	9.665
69.229	11.2	n/a	9.92100000000001
81.227	11.2	n/a	9.645
94.425	11.2	n/a	10.487
106.423	11.2	high	10.039
120.821	11.2	low	9.751
134.018	11.2	n/a	9.65199999999999
148.416	11.2	n/a	9.36000000000001
162.814	11.2	n/a	9.57500000000002
176.028	11.2	n/a	9.97400000000002
188.026	11.2	n/a	9.767
201.224	11.2	n/a	10.122
214.422	11.2	n/a	10.436
258.815	11.2	n/a	10.127
270.83	11.2	n/a	10.582
284.028	11.2	n/a	10.024
296.026	11.2	n/a	9.75
309.224	11.2	high	10.163
323.621	11.2	n/a	9.66800000000001
338.019	11.2	n/a	9.62099999999998
351.217	11.2	n/a	10.014
363.215	11.2	low	10.036
377.629	11.2	n/a	9.93000000000001
390.827	11.2	n/a	10.606
404.025	11.2	n/a	10.03
416.023	11.2	low	9.75
428.021	11.2	n/a	10.387
442.419	11.2	n/a	9.99900000000002
486.829	11.2	n/a	n/a
500.026	11.2	n/a	9.851
514.424	11.2	n/a	9.61199999999997
527.622	11.2	n/a	10.505
540.82	11.2	n/a	9.9129999999999
554.018	11.2	n/a	9.51799999999992
568.415	11.2	n/a	9.69800000000009
580.43	11.2	n/a	n/a
594.828	11.2	low	10.1660000000001
609.226	11.2	n/a	n/a
621.224	11.2	high	10.165
633.222	11.2	n/a	9.78800000000001
647.619	11.2	n/a	10.083
660.817	11.2	n/a	9.64599999999996
672.815	11.2	low	n/a
