onset	duration	trial_type	response_time
30.801	11.2	n/a	9.652
45.201	11.2	n/a	10.529
59.614	11.2	low	9.544
71.614	11.2	n/a	9.694
86.013	11.2	n/a	9.52199999999999
99.213	11.2	n/a	9.52300000000001
111.213	11.2	high	10.075
124.413	11.2	low	9.752
137.613	11.2	n/a	9.749
150.812	11.2	n/a	9.512
165.212	11.2	n/a	9.63800000000001
177.212	11.2	n/a	9.577
190.412	11.2	n/a	9.631
202.412	11.2	n/a	9.45099999999999
214.412	11.2	n/a	9.77199999999999
258.811	11.2	n/a	9.411
270.811	11.2	n/a	9.50100000000003
282.811	11.2	n/a	9.78900000000004
297.21	11.2	n/a	10.215
311.61	11.2	high	10.043
324.81	11.2	n/a	9.52999999999997
339.21	11.2	n/a	9.29000000000002
351.21	11.2	n/a	9.62
364.409	11.2	low	9.63299999999998
378.809	11.2	n/a	9.375
390.809	11.2	n/a	9.524
404.009	11.2	n/a	9.31
417.209	11.2	low	9.61000000000001
431.608	11.2	n/a	9.52199999999999
444.808	11.2	n/a	9.39699999999999
486.808	11.2	n/a	9.60399999999998
501.207	11.2	n/a	9.53000000000003
514.407	11.2	n/a	9.38299999999992
527.607	11.2	n/a	9.36000000000001
542.007	11.2	n/a	9.77500000000009
556.407	11.2	n/a	9.48199999999997
568.406	11.2	n/a	9.47500000000002
581.606	11.2	n/a	9.63
594.806	11.2	low	9.61799999999994
606.806	11.2	n/a	9.28099999999995
621.206	11.2	high	9.55099999999993
633.205	11.2	n/a	9.46600000000001
646.405	11.2	n/a	9.59800000000007
658.405	11.2	n/a	9.44299999999998
672.805	11.2	low	9.529
