onset	duration	trial_type	response_time
31.112	9.6	n/a	5.723
43.127	9.6	low	5.42899999999999
53.925	9.6	low	5.984
64.723	9.6	n/a	5.447
77.921	9.6	n/a	5.577
89.919	9.6	n/a	5.64700000000001
101.917	9.6	low	5.991
115.115	9.6	high	5.613
125.914	9.6	low	5.824
139.128	9.6	high	6.18700000000001
151.126	9.6	low	6.12199999999999
161.925	9.6	low	5.49499999999998
175.123	9.6	low	5.65100000000001
188.32	9.6	n/a	5.66400000000002
199.119	9.6	low	5.33699999999999
209.917	9.6	n/a	6.46799999999999
221.915	9.6	low	6.358
235.113	9.6	low	6.423
277.123	9.6	low	5.37100000000004
289.121	9.6	high	5.84100000000001
301.119	9.6	n/a	6.28199999999998
311.918	9.6	low	6.21299999999997
325.116	9.6	low	6.37200000000001
335.914	9.6	low	5.97500000000002
349.112	9.6	n/a	6.64799999999997
362.326	9.6	n/a	6.18299999999999
374.325	9.6	high	5.59100000000001
385.123	9.6	n/a	6.56299999999999
397.121	9.6	low	6.25700000000001
407.919	9.6	low	5.33000000000004
421.117	9.6	n/a	7.07999999999998
434.315	9.6	low	6.09100000000001
446.313	9.6	low	5.90100000000001
459.528	9.6	low	5.279
470.326	9.6	n/a	5.54699999999997
482.324	9.6	low	5.40800000000002
523.118	9.6	n/a	5.5859999999999
536.316	9.6	high	7.13900000000001
548.314	9.6	low	5.40300000000002
559.112	9.6	n/a	5.26600000000008
572.327	9.6	low	6.52099999999996
584.325	9.6	low	5.596
596.323	9.6	low	5.58199999999999
607.121	9.6	low	5.92200000000003
620.319	9.6	low	5.4190000000001
631.118	9.6	n/a	5.87799999999993
643.116	9.6	low	6.10400000000004
655.114	9.6	low	5.52499999999998
665.912	9.6	low	6.94999999999993
679.127	9.6	n/a	5.3130000000001
692.325	9.6	low	6.06599999999992
704.323	9.6	low	5.89300000000003
717.521	9.6	n/a	5.66000000000008
728.319	9.6	n/a	6.2700000000001
