onset	duration	trial_type	response_time
30.818	11.2	n/a	9.773
42.817	11.2	n/a	9.825
57.214	11.2	n/a	9.759
69.229	11.2	n/a	9.73399999999999
81.227	11.2	n/a	9.649
93.225	11.2	n/a	9.774
106.423	11.2	low	9.869
119.621	11.2	n/a	9.73999999999999
132.819	11.2	low	9.67200000000003
147.217	11.2	n/a	9.95999999999998
160.415	11.2	n/a	9.70100000000002
174.829	11.2	n/a	9.774
189.227	11.2	n/a	10.054
201.225	11.2	n/a	9.74600000000001
215.623	11.2	high	10.465
258.816	11.2	n/a	9.625
272.014	11.2	n/a	9.82799999999997
286.428	11.2	n/a	10.034
298.426	11.2	n/a	9.697
310.425	11.2	n/a	9.649
323.622	11.2	n/a	9.46799999999996
335.621	11.2	n/a	10.274
347.619	11.2	n/a	9.49699999999996
362.016	11.2	n/a	9.88299999999998
374.015	11.2	high	9.98700000000002
387.229	11.2	low	9.83100000000002
400.427	11.2	n/a	9.75700000000001
413.625	11.2	n/a	9.53899999999999
428.023	11.2	n/a	9.88999999999999
442.42	11.2	low	9.541
486.83	11.2	low	9.73000000000002
498.828	11.2	n/a	9.47800000000001
512.026	11.2	n/a	9.57000000000005
526.424	11.2	high	9.70000000000005
540.822	11.2	n/a	9.78499999999997
552.82	11.2	n/a	9.70699999999999
564.818	11.2	n/a	9.49099999999999
578.016	11.2	low	9.67100000000005
592.414	11.2	n/a	9.74199999999996
605.628	11.2	n/a	9.67199999999991
618.826	11.2	n/a	9.77099999999996
632.024	11.2	n/a	10.231
646.422	11.2	n/a	9.49000000000001
660.819	11.2	n/a	9.93100000000004
672.818	11.2	n/a	9.72300000000007
