onset	duration	trial_type	response_time
30.817	11.2	n/a	9.289
45.217	11.2	n/a	9.448
58.416	11.2	low	9.54600000000001
71.616	11.2	n/a	9.39100000000001
83.616	11.2	n/a	9.532
96.816	11.2	n/a	9.658
110.015	11.2	high	10.529
122.015	11.2	low	9.50099999999999
134.015	11.2	n/a	9.46400000000003
146.015	11.2	n/a	9.40200000000002
160.415	11.2	n/a	9.506
173.614	11.2	n/a	9.642
188.014	11.2	n/a	9.49799999999999
200.014	11.2	n/a	9.464
214.414	11.2	n/a	9.64000000000001
258.813	11.2	n/a	9.63499999999999
272.013	11.2	n/a	9.488
285.212	11.2	n/a	9.72700000000003
299.612	11.2	n/a	9.53199999999998
312.812	11.2	high	9.62200000000001
327.212	11.2	n/a	9.47899999999998
339.211	11.2	n/a	9.589
351.211	11.2	n/a	9.86099999999999
363.211	11.2	low	9.55799999999999
375.211	11.2	n/a	9.51799999999997
388.411	11.2	n/a	9.726
402.81	11.2	n/a	9.53699999999998
414.81	11.2	low	9.47199999999998
428.01	11.2	n/a	9.59399999999999
442.41	11.2	n/a	9.36199999999997
486.809	11.2	n/a	9.45999999999998
498.809	11.2	n/a	9.678
512.008	11.2	n/a	10.034
524.008	11.2	n/a	9.93700000000001
537.208	11.2	n/a	9.28800000000001
550.408	11.2	n/a	10.478
562.408	11.2	n/a	9.50900000000001
576.807	11.2	n/a	9.59100000000001
588.807	11.2	low	9.55999999999995
603.207	11.2	n/a	9.47799999999995
615.207	11.2	high	9.69600000000003
629.606	11.2	n/a	9.76900000000001
642.806	11.2	n/a	9.44999999999993
656.006	11.2	n/a	9.40899999999999
670.406	11.2	low	9.70400000000006
