onset	duration	trial_type	response_time
31.106	9.6	n/a	5.241
44.306	9.6	low	5.296
55.106	9.6	low	5.219
67.106	9.6	low	5.12100000000001
77.905	9.6	low	5.18299999999999
89.905	9.6	low	5.42
103.105	9.6	high	5.17699999999999
115.105	9.6	n/a	5.538
128.305	9.6	low	5.358
139.104	9.6	n/a	5.20899999999997
149.904	9.6	n/a	5.56399999999999
160.704	9.6	low	5.29999999999998
171.504	9.6	n/a	6.27000000000001
184.704	9.6	low	5.322
196.703	9.6	low	5.21099999999998
209.903	9.6	n/a	5.291
221.903	9.6	low	5.43700000000001
235.103	9.6	low	5.23399999999998
277.102	9.6	n/a	5.18900000000002
289.102	9.6	n/a	5.524
299.902	9.6	n/a	5.34200000000004
311.901	9.6	n/a	5.34699999999998
325.101	9.6	n/a	5.19200000000001
335.901	9.6	low	5.10399999999998
346.701	9.6	low	5.12699999999995
358.701	9.6	low	5.464
371.914	9.6	low	5.22399999999999
385.113	9.6	high	5.50099999999998
395.913	9.6	low	5.29599999999999
407.913	9.6	high	5.267
419.913	9.6	low	5.36699999999996
430.713	9.6	n/a	5.33099999999996
443.912	9.6	low	5.56900000000002
454.712	9.6	low	5.35700000000003
467.912	9.6	low	5.31100000000004
479.912	9.6	low	5.36500000000001
523.111	9.6	n/a	5.13700000000006
536.311	9.6	n/a	5.21199999999999
547.111	9.6	low	5.40700000000004
559.11	9.6	low	5.09299999999996
569.91	9.6	n/a	5.60700000000008
583.11	9.6	n/a	5.44799999999998
596.31	9.6	n/a	5.40500000000009
607.11	9.6	low	5.32499999999993
619.109	9.6	low	5.61199999999997
631.109	9.6	low	5.42699999999991
644.309	9.6	high	5.51600000000008
655.109	9.6	low	5.36899999999991
668.308	9.6	low	5.35500000000002
680.308	9.6	high	5.76900000000001
691.108	9.6	low	5.1640000000001
703.108	9.6	n/a	5.26100000000008
713.908	9.6	low	5.60599999999999
727.107	9.6	low	5.36400000000003
