csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3377.123010456669	2738.1870925211397	3821.153451199369	n/a	n/a	n/a	-0.0341096545	0.0044919589	-0.0076747397	0.0112470111	-0.0140552755	0.040607115	0.013155148200000001	-0.044203710300000004	0.1143200874	-0.0838747084	0.014631643400000002	-0.32309286660000003	0.0877042013	0.0876993995	0.0876913966	0.0	0.232932	0.0905364	0.0010354	-0.0	0.0
3319.336215062039	2738.113449684151	3804.9447063471366	1.190219	33.577263	0.179849659	-0.0393595982	0.0194810727	-0.07425014490000001	-0.056656405	-0.04414498769999999	0.0026435244	-0.0075067868999999995	-0.009177590400000001	0.0503079421	-0.0792954849	0.0714024387	-0.1908260752	0.0876913966	0.0876481855	0.08757618269999999	0.000554409	0.260316	0.135549	-0.000338605	0.000622419	0.00014154900000000004
3284.9892937698987	2737.050957963644	3793.935752078607	1.178335	33.242001	0.213273139	-0.021436800699999998	0.023193614900000003	0.0635804609	-0.005592461999999999	-0.0249814251	-0.0931576104	0.0022560632999999997	0.0534072201	0.014889898700000001	-0.047915119000000006	-0.048498969100000004	-0.0728484446	0.0876657892	0.0875457875	0.08734590619999999	-0.00586618	0.205008	0.243306	-0.000905808	0.000466309	0.000293987
3287.482612783458	2744.4231550375807	3790.899500898321	1.094501	30.876961	0.024609370000000033	0.0516133331	0.0266714012	0.0605079316	-0.0364625029	-0.0188193935	0.0752702368	0.0628591379	0.0361723646	-0.0230967713	-0.048400089199999996	-0.0171393616	-0.0647271197	0.08762738269999999	0.08739226509999999	0.08700086970000001	-0.0107166	0.209372	0.250547	-0.000780683	0.000445765	0.000276577
3287.3870170662412	2744.113079934469	3795.5594192582103	1.106785	31.223501	0.16218484999999996	0.060151755999999994	0.005333950600000001	-0.0249728496	-0.0711037477	0.0541123337	0.0080379842	0.0425906698	-0.0029104308	-0.0563757501	-0.0944606254	0.052821487400000006	-0.0108520424	0.08757618269999999	0.0871877082	0.0865415266	-0.0143526	0.337418	0.261491	-0.000712682	0.000223891	0.000377879
3275.1125922286133	2743.142803257648	3801.686085282875	1.190439	33.583462	0.2939502	-0.0251815146	-0.0642908802	0.0139727003	0.01889619	0.10246191630000001	-0.0336675711	-0.0597678292	-0.0730013598	-0.0460826	-0.038990035	-0.0463797964	-0.022904652999999997	0.0875121968	0.08693223609999999	0.08596848019999999	-0.0184434	0.518598	0.225913	0.000390959	0.000419032	0.000541125
3268.0256216773114	2738.5535302341405	3794.7386314254077	1.012257	28.556765	0.0675286	-0.0765810541	-0.0788632656	0.047589495499999995	0.052410277000000005	0.0098192648	0.057557755599999996	-0.10050409800000001	-0.0402314051	-0.0036659514000000003	0.0340155271	-0.075978518	-0.007667954100000001	0.0874354342	0.08662599800000001	0.0852824836	-0.0134552	0.480937	0.226129	0.00066808	0.000331255	0.000412755
3252.5648904426102	2734.063578142099	3786.8161875617934	1.011939	28.547808	0.17306915000000003	-0.07841853530000001	-0.0424077925	-0.0266363409	-0.0255747781	-0.0610858746	0.0673431357	-0.07493218389999999	0.029690478	0.0204001205	0.029332078799999998	0.026306249599999998	0.016993651999999998	0.08734590619999999	0.0862691727	0.0844844381	-0.0111974	0.335729	0.206615	0.000745629	0.000315074	0.000384698
3256.4252608389	2731.701677942613	3784.4938320690367	0.948232	26.750572	0.12100365	-0.05880128	-0.020402645900000002	-0.0587982434	-0.0620403026	-0.0812638538	-0.026643439100000003	-0.06416052259999999	0.0641089187	0.023617234700000003	0.0356152647	0.0877275508	0.0584281588	0.0872436259	0.08586196869999999	0.08357539209999999	-0.0109365	0.236262	0.207183	0.0004856	0.000315108	0.00053879
3254.4435257318123	2732.0484129667707	3783.147387047076	1.071653	30.23238	0.1891839	-0.0324911057	0.0135307736	0.0337915617	-0.025596206	-0.0489315624	-0.1091854944	-0.0206133124	0.1061435005	0.0183403321	0.0262380402	-0.0025933349	0.058292722699999994	0.0871286081	0.08540462380000001	0.08255654	-0.0133187	0.109785	0.247388	0.000278307	0.000387226	0.000415807
