onset	duration	trial_type	response_time
31.11	9.6	low	6.112
41.925	9.6	low	6.053
55.123	9.6	n/a	5.819
68.321	9.6	low	6.062
79.119	9.6	low	5.386
91.117	9.6	low	5.768
103.115	9.6	n/a	6.45100000000001
113.913	9.6	low	5.774
127.111	9.6	low	5.51199999999999
139.109	9.6	high	6.13
152.324	9.6	n/a	6.67399999999998
163.122	9.6	low	5.74599999999998
175.12	9.6	n/a	5.71000000000001
187.118	9.6	low	5.446
197.917	9.6	n/a	6.816
209.915	9.6	n/a	5.94400000000002
223.113	9.6	low	6.09399999999999
236.311	9.6	low	5.52099999999999
277.121	9.6	low	5.97000000000003
290.319	9.6	low	5.27999999999997
302.317	9.6	n/a	5.35500000000002
313.115	9.6	n/a	6.04699999999997
326.313	9.6	high	5.90000000000003
338.311	9.6	low	5.791
350.309	9.6	low	6.35499999999996
361.124	9.6	low	6.18699999999995
371.923	9.6	low	6.101
385.12	9.6	n/a	6.06599999999997
397.119	9.6	low	6.33099999999996
410.316	9.6	n/a	7.00400000000002
421.115	9.6	low	5.84999999999997
434.313	9.6	high	5.57999999999998
445.111	9.6	low	5.45499999999998
457.109	9.6	n/a	5.43100000000004
469.124	9.6	low	5.80599999999998
479.922	9.6	n/a	6.29499999999996
523.115	9.6	high	5.45000000000005
533.914	9.6	low	5.62900000000002
544.712	9.6	low	5.71900000000005
556.71	9.6	n/a	5.91499999999996
569.925	9.6	high	6.36000000000001
580.723	9.6	low	5.48099999999999
592.721	9.6	low	5.24000000000001
604.719	9.6	n/a	5.86899999999991
617.917	9.6	low	5.34899999999993
631.115	9.6	low	5.77700000000004
643.113	9.6	low	5.43099999999993
653.911	9.6	n/a	6.86400000000003
665.909	9.6	n/a	6.07900000000006
677.924	9.6	low	5.45100000000002
691.122	9.6	low	5.50999999999999
704.32	9.6	low	5.28999999999996
717.518	9.6	n/a	5.57799999999997
728.316	9.6	n/a	7.13199999999995
