onset	duration	trial_type	response_time
31.104	9.6	n/a	5.579
41.903	9.6	low	5.928
55.117	9.6	n/a	5.801
65.915	9.6	n/a	5.44199999999999
79.113	9.6	low	5.542
89.912	9.6	low	5.72199999999999
101.91	9.6	n/a	5.685
113.908	9.6	low	6.53399999999999
127.106	9.6	high	5.458
139.104	9.6	low	6.857
152.302	9.6	low	5.88500000000002
164.317	9.6	n/a	6.03999999999999
175.115	9.6	low	5.75399999999999
185.913	9.6	low	5.61199999999999
199.111	9.6	high	5.54900000000001
211.109	9.6	low	5.542
221.907	9.6	low	6.327
235.105	9.6	n/a	6.00500000000002
277.115	9.6	low	5.62599999999998
289.114	9.6	n/a	5.40800000000002
302.311	9.6	low	5.34800000000001
313.11	9.6	n/a	6.33600000000001
326.308	9.6	low	6.68799999999999
337.106	9.6	low	7.13400000000001
349.104	9.6	low	5.99400000000003
359.902	9.6	low	5.51400000000001
371.917	9.6	n/a	6.21500000000003
385.115	9.6	n/a	6.86000000000001
397.113	9.6	low	5.52999999999997
410.311	9.6	high	5.45699999999999
423.509	9.6	low	6.70699999999999
435.507	9.6	n/a	5.57299999999998
446.305	9.6	high	6.22300000000001
459.503	9.6	n/a	6.35400000000004
470.302	9.6	low	5.90899999999999
482.316	9.6	low	5.798
523.11	9.6	n/a	6.16300000000001
535.108	9.6	n/a	6.18900000000008
547.106	9.6	n/a	6.31399999999996
560.304	9.6	low	6.30900000000008
571.102	9.6	low	6.51499999999999
584.317	9.6	low	7.51499999999999
596.315	9.6	low	5.40099999999995
609.513	9.6	low	6.23799999999994
620.311	9.6	low	6.75799999999992
631.109	9.6	n/a	5.55399999999997
644.307	9.6	n/a	6.89400000000001
655.106	9.6	low	6.29499999999996
668.304	9.6	low	5.33100000000002
680.302	9.6	low	5.56499999999994
693.516	9.6	low	6.19200000000001
704.315	9.6	high	5.86199999999997
716.313	9.6	n/a	5.654
727.111	9.6	low	5.67499999999995
