csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
2412.265376691779	2182.2032790459234	2785.526359717269	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0662234	0.0728362	0.000291583	-0.0	0.0
2363.648108658373	2182.13410599038	2772.3322483465067	1.036384	33.185646	0.1112233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0310502	0.121274	-0.000260663	-0.0	0.0
2343.451586449367	2184.1714594040714	2763.843010204721	1.059894	33.938473	0.039234875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00112637	0.0138571	0.120769	-0.000289684	9.65241e-05	0.000282663
2335.659463623089	2181.952305011068	2757.9328703370998	1.091397	34.94722	0.061594604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0008954809999999998	0.0393353	0.10453	-0.000623222	9.76874e-05	0.000224434
2324.067225555717	2181.1245932353368	2753.111538101953	1.215488	38.920681	0.13988484900000003	0.021924111099999997	-0.026763755	0.0405391471	-0.0667134608	0.0622012134	-0.0159515092	0.0356649366	-0.0500694057	0.0158867556	0.0444986737	-0.013121236699999999	0.0233311534	0.0883866838	0.0883816922	0.0883733731	0.0	0.0	0.0	0.0	0.0008625119999999998	0.154067	0.121813	-0.000483056	0.000111791	0.00022196
2322.140755786686	2181.1133600040953	2755.79770228281	1.071063	34.296089	0.14268481699999996	-0.0414887819	-0.0028768111	0.023236900499999998	-0.0993398977	0.0937148316	-0.0833454005	-0.029668257400000002	-0.0181546378	0.0279617222	0.050827807	0.0088232727	0.025213255299999997	0.0883733731	0.0883284543	0.0882536067	0.0	0.0	0.0	0.0	-0.00188127	0.215423	0.160013	0.00016035999999999996	0.000145487	9.13713e-05
2320.7040133125547	2176.1716250916347	2753.0142012522533	0.968327	31.006437	0.06535603800000002	-0.0571266181	0.0243272083	0.0014143159	-0.1306913282	0.0924960653	-0.044588677	-0.0451707245	0.0375412765	0.0161942104	-0.0227479392	0.0425674887	0.0816632707	0.0883467536	0.0882220108	0.0880142364	0.0	0.0	0.0	0.0	0.000758083	0.185059	0.168498	0.000529449	0.000129776	0.000183925
2319.233949389501	2179.310426389745	2749.959546466868	0.960358	30.751265	0.135510398	-0.011097345500000001	0.0722802529	-0.0211511657	-0.0995340968	0.0816773883	0.0006975374000000001	-0.0078183712	0.067780918	-0.0163833612	-0.012560479499999999	0.0567812247	0.1378191205	0.08830682949999999	0.08806242550000001	0.08765558650000001	0.0	0.0	0.0	0.0	-0.00464088	0.10661300000000001	0.146878	0.000428729	-9.95592e-05	-8.69285e-05
2321.303505380376	2178.052895713331	2747.1880233521483	0.917163	29.368122	0.07413601899999998	0.0183324224	0.09599855289999999	-0.028913223300000002	-0.0598533695	0.0659342062	0.050433184400000004	0.0182521348	0.1019303977	-0.0336569163	-0.0169380532	0.0357046029	0.2158795297	0.0882536067	0.0878497948	0.08717814300000001	0.0	0.0	0.0	0.0	-0.000361256	0.0591899	0.135809	0.000574298	-2.87763e-05	-9.78625e-05
2318.356517235961	2177.3466802018243	2744.1926222262205	0.903602	28.933914	0.03864650099999997	0.036428308799999996	0.1024419276	-0.0621696233	-0.010283966	0.0776012257	0.0700814285	0.0412214375	0.1026636286	-0.0588106746	-0.0187967859	0.0165692869	0.2108042486	0.0881870933	0.0875842466	0.086582553	0.0	0.0	0.0	0.0	-0.00033871	0.026251	0.138545	0.00062013	-3.71105e-05	-9.30476e-05
2317.718999514663	2180.0210760714795	2742.149093455494	0.937419	30.016727	0.027946862099999994	0.0649914591	0.0967577466	-0.0729170856	0.024978918500000002	0.0590748274	0.0492973814	0.0595817578	0.1079173133	-0.0642884931	-0.0035276694	0.026024913700000003	0.1305681054	0.0881072992	0.087265941	0.0858696237	0.0	0.0	0.0	0.0	6.00021e-05	0.0176697	0.13536	0.000420373	-2.95221e-05	1.5244e-05
2325.7224195288145	2185.170330150569	2743.972770563702	1.010182	32.346645	0.0680728029	0.10901872160000001	0.0758499425	-0.0934726555	0.0261625249	0.030497922200000003	0.0551767631	0.10438153650000001	0.10241861039999998	-0.09826981480000001	0.0259042043	-0.0220328062	0.1229124446	0.0880142364	0.08689506960000001	0.08504032119999999	0.0	0.0	0.0	0.0	0.00254009	-0.0227456	0.121935	0.000376411	9.60038e-05	-5.03164e-05
