onset	duration	trial_type	response_time
31.11	9.6	low	5.435
44.325	9.6	low	5.394
56.323	9.6	n/a	5.364
67.121	9.6	low	5.215
77.92	9.6	n/a	5.57299999999999
89.918	9.6	low	5.273
101.916	9.6	n/a	5.51100000000001
115.114	9.6	low	5.447
125.912	9.6	n/a	5.51900000000001
139.11	9.6	low	5.375
149.925	9.6	n/a	5.48099999999999
163.123	9.6	low	5.14700000000002
175.121	9.6	low	5.30499999999998
188.319	9.6	low	5.22800000000001
199.117	9.6	low	5.285
211.115	9.6	high	5.50700000000001
223.113	9.6	n/a	5.16200000000001
233.912	9.6	low	5.834
277.121	9.6	n/a	5.32400000000001
287.92	9.6	n/a	5.93399999999997
301.118	9.6	low	5.07299999999998
313.116	9.6	low	5.31100000000004
323.914	9.6	n/a	5.33199999999999
337.112	9.6	high	5.35899999999998
349.11	9.6	low	5.55000000000001
361.125	9.6	n/a	5.57999999999998
374.323	9.6	low	5.31400000000002
385.121	9.6	high	5.15300000000002
398.319	9.6	low	5.798
409.117	9.6	low	5.423
419.916	9.6	low	5.23200000000003
431.914	9.6	n/a	5.387
443.912	9.6	low	5.28400000000005
455.91	9.6	low	5.62899999999996
469.124	9.6	low	5.09199999999998
479.923	9.6	n/a	5.363
523.116	9.6	low	5.33900000000006
533.914	9.6	low	5.49300000000005
545.912	9.6	low	5.33199999999999
556.711	9.6	high	5.32899999999995
569.909	9.6	low	5.26400000000001
581.923	9.6	n/a	5.63300000000004
593.921	9.6	n/a	5.46499999999992
607.119	9.6	n/a	5.15999999999997
617.918	9.6	low	5.58000000000004
631.116	9.6	n/a	5.59100000000001
643.114	9.6	low	5.28999999999996
655.112	9.6	high	6.15300000000002
665.91	9.6	low	5.10199999999998
679.125	9.6	low	5.26199999999994
689.923	9.6	n/a	5.46100000000001
701.921	9.6	low	5.43399999999997
715.119	9.6	n/a	5.33499999999992
728.317	9.6	low	5.42399999999998
