onset	duration	trial_type	response_time
30.814	11.2	n/a	10.09
42.812	11.2	n/a	10.472
57.21	11.2	n/a	9.874
71.608	11.2	n/a	10.39
86.006	11.2	n/a	9.599
98.004	11.2	n/a	9.88799999999999
111.202	11.2	low	9.723
123.216	11.2	n/a	9.956
135.214	11.2	low	10.183
147.213	11.2	n/a	9.70500000000001
161.61	11.2	n/a	10.475
174.808	11.2	n/a	9.762
189.206	11.2	n/a	10.304
202.404	11.2	n/a	9.858
215.602	11.2	high	10.162
258.812	11.2	n/a	9.916
273.209	11.2	n/a	10.283
285.207	11.2	n/a	9.73599999999999
298.405	11.2	n/a	9.78800000000001
310.403	11.2	n/a	9.88200000000001
323.601	11.2	n/a	10.165
338.016	11.2	n/a	9.91899999999998
351.214	11.2	n/a	9.69299999999998
365.611	11.2	n/a	9.73200000000003
377.61	11.2	high	9.75
390.807	11.2	low	9.71499999999997
405.205	11.2	n/a	9.86900000000003
417.203	11.2	n/a	9.79500000000002
431.601	11.2	n/a	9.95800000000003
443.616	11.2	low	9.84700000000004
486.809	11.2	low	9.69899999999996
501.207	11.2	n/a	9.69499999999999
514.405	11.2	n/a	10.414
526.403	11.2	high	10.0889999999999
540.817	11.2	n/a	10.2669999999999
555.215	11.2	n/a	9.85500000000002
567.213	11.2	n/a	9.68200000000002
581.611	11.2	low	9.66999999999996
594.809	11.2	n/a	10.087
606.807	11.2	n/a	9.59199999999998
618.805	11.2	n/a	10.0200000000001
632.003	11.2	n/a	9.899
646.417	11.2	n/a	9.73299999999995
659.615	11.2	n/a	10.386
672.813	11.2	n/a	9.67399999999998
