csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3133.382580306577	2792.4959111621124	3691.6247278534993	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.55412e-10	0.118452	0.07371669999999998	-0.000976014	-0.0	0.0
3113.943042083403	2788.007632548421	3662.812693371985	1.217114	37.966625	0.280302100255412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.251167	0.190383	-0.00159443	-0.0	0.0
3094.60090938318	2789.3967255785774	3653.8185006457124	1.226891	38.271587	0.29599830023627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-2.3627e-10	0.0539072	0.120439	-0.00101854	-0.0	0.0
3094.0099658506206	2785.330638695604	3647.015697053889	1.159583	36.172001	0.18315180592244998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.68618e-09	0.167997	0.158639	-0.00163578	-0.0	0.0
3091.8530219567797	2784.5468869287397	3634.827675103274	1.081296	33.729916	0.09098950675750997	-0.0504648317	-0.032850471	0.02194731	-0.0569574125	0.0624776458	-0.08201425309999999	-0.0042367028000000004	0.0278004798	-0.0095167371	0.057864919699999996	-0.0399240356	0.0553619759	0.0883866838	0.0883816922	0.0883733731	0.0	0.0	0.0	0.0	-1.07133e-09	0.201989	0.208413	-0.00178025	-0.0	0.0
3085.567986928292	2783.673511760473	3636.0077275300105	1.054361	32.889717	0.25659890362243	-0.0248847115	-0.0700606821	-0.10774322480000001	-0.0709656151	-0.055797444800000005	-0.0881232214	-0.0800895546	0.0450235767	0.050494455599999995	-0.09675706740000001	-0.0391828441	-0.0271114044	0.0883733731	0.0883284543	0.0882536067	0.0	0.0	0.0	0.0	2.5511e-09	0.0487745	0.14694199999999996	-0.000941982	-0.0	0.0
3083.084020893128	2782.402615688933	3631.7286118459942	0.9636420000000002	30.059805	0.14352290913679003	0.06599019469999999	-0.1093010034	0.0389594494	-0.0865417251	-0.045864766900000006	-0.010395619	-0.074079007	-0.0850203397	0.0888195849	0.0514847405	-0.031240156600000003	-0.0497499077	0.0883467536	0.0882220108	0.0880142364	0.0	0.0	0.0	0.0	-6.58569e-09	0.180036	0.150212	-0.0011218100000000002	-0.0	0.0
3085.820890728243	2782.520255114726	3616.8601994107817	1.259862	39.300083	0.33938903158569006	-0.0773859415	0.039660504	0.0343440566	-0.0175011281	0.0709044071	0.0544593191	0.0562547184	0.0765751644	0.029112316800000003	0.0807486462	-0.049894502199999996	0.0517648508	0.08830682949999999	0.08806242550000001	0.08765558650000001	0.0	0.0	0.0	0.0	0.00232418	0.324489	0.282332	-0.00208606	0.00014777599999999996	-9.78109e-05
3071.2716606367967	2780.002576266271	3616.120753588211	1.070815	33.402962	0.32490272000000003	0.047021565099999996	0.021418150099999998	-0.07830178809999999	0.0740155527	0.014180627	0.0005020827	0.008899825	-0.0100027871	0.018078933999999998	-0.1009764234	-0.042391934000000006	0.07645450549999999	0.0882536067	0.0878497948	0.08717814300000001	0.0	0.0	0.0	0.0	-0.0001618	0.082387	0.243817	-0.0014266000000000003	1.99731e-05	-4.9079e-05
3072.7535266646287	2784.436913579273	3631.718976715205	1.168538	36.451347	0.14345934	-0.012647044199999999	-0.0832589035	0.038680133	0.0342028158	-0.039240255	-0.0898055821	-0.10216529070000001	-0.0300056519	0.0013721129	0.044117776799999994	-0.0401283784	0.0254708839	0.0881870933	0.0875842466	0.086582553	0.0	0.0	0.0	0.0	0.00550263	0.119681	0.179041	-0.00106247	0.000339702	-7.97183e-05
