onset	duration	trial_type	response_time
31.114	9.6	n/a	5.434
41.913	9.6	n/a	5.54000000000001
53.911	9.6	n/a	5.618
65.909	9.6	low	5.568
79.107	9.6	low	6.08199999999999
89.922	9.6	high	5.295
101.92	9.6	low	5.49299999999999
115.118	9.6	low	5.38800000000001
128.316	9.6	low	6.06199999999998
139.114	9.6	low	5.63800000000001
152.312	9.6	n/a	5.99799999999999
163.11	9.6	low	5.57599999999999
176.308	9.6	low	5.244
189.506	9.6	low	6.30000000000001
201.52	9.6	low	5.673
213.519	9.6	n/a	5.63299999999998
225.517	9.6	n/a	5.88200000000001
236.315	9.6	low	5.96000000000001
277.108	9.6	low	5.29000000000002
290.306	9.6	low	5.16500000000002
301.121	9.6	low	5.51600000000002
314.319	9.6	n/a	6.02799999999996
325.117	9.6	low	5.67099999999999
337.115	9.6	n/a	5.84499999999997
350.313	9.6	n/a	5.69999999999999
362.311	9.6	high	5.40100000000001
373.11	9.6	n/a	5.916
385.108	9.6	n/a	5.43299999999999
398.306	9.6	n/a	5.87299999999999
411.52	9.6	low	6.12900000000002
422.318	9.6	low	5.17200000000003
434.317	9.6	low	5.54300000000001
446.315	9.6	low	5.37099999999998
459.513	9.6	low	5.35000000000002
471.511	9.6	low	5.71299999999997
482.309	9.6	high	5.17399999999998
523.119	9.6	low	5.58899999999994
535.117	9.6	low	5.14700000000005
545.915	9.6	n/a	5.59500000000003
556.714	9.6	low	5.1819999999999
567.512	9.6	n/a	5.27900000000011
579.51	9.6	low	6.04399999999998
592.708	9.6	high	5.11000000000001
605.906	9.6	low	5.125
617.921	9.6	high	5.92999999999995
631.118	9.6	n/a	5.47299999999996
643.116	9.6	low	5.43700000000001
653.915	9.6	low	5.48099999999999
665.913	9.6	n/a	5.30200000000002
676.711	9.6	low	5.17899999999997
689.909	9.6	n/a	5.92100000000005
701.907	9.6	low	5.83199999999999
712.722	9.6	low	5.82500000000005
725.92	9.6	n/a	6.06000000000006
