onset	duration	trial_type	response_time
31.116	9.6	low	5.439
41.914	9.6	low	5.349
53.913	9.6	low	5.923
67.11	9.6	n/a	5.283
77.909	9.6	n/a	5.08999999999999
91.107	9.6	low	5.468
103.105	9.6	n/a	5.14699999999999
115.103	9.6	low	5.251
125.918	9.6	high	5.209
139.116	9.6	n/a	5.53799999999998
151.114	9.6	low	5.15000000000001
163.112	9.6	low	5.28700000000001
176.31	9.6	low	5.13499999999999
189.508	9.6	low	5.25099999999998
201.506	9.6	n/a	5.483
214.703	9.6	low	5.93199999999999
225.502	9.6	n/a	5.56299999999999
236.317	9.6	high	5.51499999999999
277.11	9.6	low	5.40100000000001
289.108	9.6	n/a	5.51600000000002
299.907	9.6	low	5.30100000000004
313.104	9.6	low	5.58199999999999
326.302	9.6	low	6.30500000000001
339.517	9.6	low	5.47899999999998
350.315	9.6	n/a	5.411
362.313	9.6	n/a	5.66800000000001
373.111	9.6	low	6.17599999999999
385.11	9.6	n/a	5.65499999999997
395.908	9.6	low	6.101
406.706	9.6	n/a	5.56700000000001
418.704	9.6	n/a	6.00599999999997
430.702	9.6	low	5.44900000000001
443.917	9.6	low	5.16500000000002
454.715	9.6	low	6.26300000000003
467.913	9.6	high	5.69599999999997
479.911	9.6	high	5.51600000000002
523.104	9.6	n/a	5.94899999999996
533.902	9.6	n/a	5.86799999999994
545.917	9.6	high	5.88
559.115	9.6	n/a	5.428
572.313	9.6	low	5.15899999999999
583.111	9.6	low	6.077
595.109	9.6	low	5.50199999999995
608.307	9.6	low	6.76800000000003
620.305	9.6	low	5.654
631.104	9.6	low	5.25299999999993
644.318	9.6	n/a	5.60300000000007
657.516	9.6	low	5.08900000000006
668.314	9.6	low	6.16399999999999
679.113	9.6	low	5.21799999999996
692.31	9.6	n/a	5.78200000000004
704.308	9.6	low	5.61800000000005
716.307	9.6	n/a	5.54300000000001
728.305	9.6	low	5.79000000000008
