onset	duration	trial_type	response_time
31.126	9.6	low	5.781
41.924	9.6	n/a	6.461
53.922	9.6	low	5.33300000000001
65.92	9.6	low	5.538
76.718	9.6	low	5.069
88.717	9.6	low	6.357
101.931	9.6	low	5.89100000000001
115.129	9.6	n/a	7.62599999999999
128.327	9.6	low	5.33099999999999
139.125	9.6	low	6.14699999999999
152.323	9.6	n/a	5.81199999999998
163.121	9.6	high	5.208
173.92	9.6	n/a	7.43000000000001
187.117	9.6	low	5.27500000000001
199.116	9.6	low	6.19699999999997
211.13	9.6	low	6.34300000000002
223.128	9.6	n/a	n/a
233.927	9.6	n/a	n/a
277.12	9.6	low	6.78899999999999
287.918	9.6	n/a	6.06200000000001
301.116	9.6	low	5.803
314.33	9.6	low	7.51600000000002
327.528	9.6	low	5.887
338.327	9.6	high	5.32999999999998
350.325	9.6	high	6.57900000000001
362.323	9.6	low	n/a
373.121	9.6	n/a	5.87400000000002
385.119	9.6	low	4.96299999999997
398.317	9.6	n/a	5.16800000000001
410.315	9.6	low	5.19299999999998
421.13	9.6	n/a	5.178
433.128	9.6	n/a	6.822
443.926	9.6	low	6.75999999999999
457.124	9.6	low	5.279
467.922	9.6	low	7.08499999999998
481.12	9.6	n/a	5.58100000000002
523.13	9.6	low	5.96699999999998
533.929	9.6	low	5.86099999999999
545.927	9.6	high	4.93600000000004
557.925	9.6	n/a	7.2650000000001
569.923	9.6	n/a	5.29700000000003
583.121	9.6	low	5.15200000000004
593.919	9.6	n/a	5.27700000000004
607.117	9.6	low	5.01700000000005
620.315	9.6	high	5.87699999999995
631.13	9.6	low	7.29100000000005
644.327	9.6	low	5.09799999999996
655.126	9.6	low	7.27300000000002
665.924	9.6	low	5.40100000000007
677.922	9.6	n/a	6.32799999999997
691.12	9.6	low	6.75800000000004
703.118	9.6	n/a	4.98899999999992
716.316	9.6	n/a	4.928
727.131	9.6	low	5.07000000000005
