csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3457.97871021775	2838.525852214389	4215.061364253231	n/a	n/a	n/a	-0.0375185052	-0.1021672317	-0.0249582975	0.0620679513	-0.0763517797	0.0501892403	-0.11832141339999999	0.09970583050000001	-0.021461541	0.14472341589999999	-0.3147880939	0.4691838115	0.0577348291	0.0577342355	0.0577332462	0.0577318613	0.0577300806	0.057727904299999994	0.0577253323	0.0577223647	0.0577190014	0.0577152426	0.0	0.11473100000000003	0.0862478	0.0	-0.0	0.0
3389.717029018176	2837.434509528642	4201.893675005973	1.351333	30.897854	0.0120276	-0.0513488999	-0.085364823	-0.0539786081	0.0751322731	-0.0967383261	0.0650154102	-0.09916959689999999	0.07277995030000001	-0.041796617200000004	0.1536480515	-0.1379013338	0.25415837420000004	0.0577332462	0.057727904299999994	0.0577190014	0.057706538200000004	0.0576905153	0.0576709338	0.0576477949	0.0576211	0.0575908508	0.0575570491	0.0	0.122961	0.0824502	0.0	-0.0	0.0
3377.539632345277	2840.0694689971056	4205.584758557837	1.221892	27.938227	0.11164025041082198	-0.0368874312	-0.0746618572	-0.0429105275	0.050150001500000006	-0.0662121096	0.0361259458	-0.0802079535	0.0407187936	-0.0296322868	0.10111330789999999	-0.1009512033	0.1612074555	0.0577300806	0.0577152426	0.0576905153	0.057655903099999996	0.0576114118	0.0575570491	0.057492824299999995	0.0574187484	0.0573348341	0.0572410958	4.10822e-10	0.0993989	0.138697	-0.000636627	-0.0	0.0
3374.5967364324733	2847.0800481098754	4205.019018887131	1.641887	37.541306	0.25034795041082203	-0.021025205099999996	-0.0351738015	-0.0183832923	0.0410295223	-0.0163966636	-0.0129639404	-0.047182493799999996	0.0099115552	-0.0158120168	0.039327613500000004	-0.0016204239	0.0659854939	0.0577253323	0.0576962517	0.0576477949	0.0575799782	0.057492824299999995	0.0573863625	0.0572606286	0.05711566480000001	0.056951519699999995	0.0567682486	-0.0061589	0.133525	0.310692	-0.00108259	0.000180373	0.000135023
3349.652993932128	2839.3236134687677	4197.653733939227	1.451598	33.190388	0.210134	0.0013788214999999999	-0.0336002165	0.018499154	0.047910263200000004	0.08102254440000001	0.000511472	-0.0173236184	-0.032795142	0.0467050324	0.0283536857	0.0801237498	-0.0145045022	0.0577190014	0.0576709338	0.0575908508	0.057478796799999995	0.0573348341	0.0571590425	0.056951519699999995	0.0567123809	0.056441758700000004	0.056139803499999995	-0.0162016	0.187984	0.427034	-0.00111088	0.000437334	0.000435578
3343.7450037873864	2837.405746483001	4204.718098711068	1.299921	29.722343	0.17845790000000003	0.0207156546	-0.045627122699999995	0.0094499174	0.048393958099999995	0.07568176459999999	-0.0108513973	-0.0254242386	-0.04799538440000001	0.045181171	0.0381329365	0.0742474462	-0.0656011918	0.057711088099999995	0.0576392917	0.057519697	0.0573524034	0.0571375495	0.056875313499999997	0.0565659128	0.0562096042	0.0558066829	0.0553574832	-0.024023	0.237933	0.343107	-0.000578873	0.000270547	0.000399162
3350.3014854531043	2837.4087219704816	4220.879236132164	1.285487	29.392302	0.10239754999999996	0.047480756799999996	-7.79336e-05	-0.0284793125	0.0094685954	0.1068613584	0.0129313805	-0.0208158318	-0.07825952230000001	0.0442357501	0.0070380244	0.049038588200000004	-0.0121156677	0.0577015927	0.0576013287	0.0574343511	0.057200853200000006	0.056901105599999995	0.0565354553	0.0561043259	0.0556082167	0.05504770230000001	0.054423431900000006	-0.0380144	0.282334	0.336964	-0.000332077	-0.000197567	0.000441495
3354.9307599226836	2836.083307602969	4232.75946001997	1.210251	27.672062	0.08186996499999998	0.0504517087	0.0098890828	-0.0186640011	-0.0400172779	0.0998270624	-0.0323522021	-0.0122660883	-0.0885046625	0.015501065900000001	-0.041968291100000006	0.0390660289	-0.06925860269999999	0.0576905153	0.0575570491	0.0573348341	0.0570242129	0.0566256646	0.056139803499999995	0.05556737900000001	0.0549092736	0.054166502000000005	0.053340209699999995	-0.0549884	0.278503	0.325629	7.625229999999998e-05	-0.000637444	0.000587888
3358.837779706661	2841.310908495736	4238.057660647683	1.061502	24.270943	0.131964135	0.041486921	0.017756211	-0.0038120858	-0.060789296	0.0445428229	-0.0169281871	-4.2290500000000004e-05	-0.058190402	-0.005150062899999999	-0.0775093321	6.24185e-05	-0.08556777460000001	0.0576778563	0.05750645769999999	0.057221170599999996	0.0568225599	0.0563114151	0.055688748499999996	0.054955793200000005	0.0541140009	0.053165038600000006	0.0521107857	-0.0558024	0.243126	0.259926	0.0004393	-0.000528756	0.000717555
3356.0360512296056	2838.870347542637	4236.55585027023	0.9476230000000002	21.667145	0.13726064999999998	0.0201674393	0.0117120248	0.0042018336	-0.0643330857	0.0309848266	-0.0031595410999999997	0.002143955	-0.0306943514	-0.0090167502	-0.08167736	-0.00995063	-0.0843508029	0.0576636161	0.0574495601	0.0570933886	0.0565959827	0.055958572699999994	0.0551827354	0.0542703902	0.0532237939	0.0520455355	0.0507385297	-0.0456109	0.174472	0.226723	0.00075219	-0.000480808	0.00057415
