csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	cosine10	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3493.5816616979723	2889.041088266032	4447.039366739391	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0851178	0.135151	-0.000521381	-0.0	0.0
3419.861269391625	2888.657615094452	4421.57989533241	1.257188	29.603189	0.083016841	-0.0106339591	-0.059081265	-0.001487451	0.0459069237	0.0486245541	-0.0465364557	-0.044967701799999996	-0.045693825199999996	0.0501293708	-0.0103420638	0.065742496	-0.0028475929	0.055512575599999996	0.055512087800000005	0.0555112748	0.0555101366	0.0555086733	0.0555068848	0.0555047711	0.055502332300000005	0.0554995683	0.0554964792	0.055493065099999996	0.0	0.000400591	0.0947162	0.108149	0.0	0.000262837	0.000136099
3401.585369541105	2884.7316688863757	4413.454413503936	1.136162	26.753359	0.07986862900000001	-0.0560288987	-0.0117444492	-0.034705458700000004	0.0756624749	-0.0213242571	0.0081668049	-0.0611442801	-0.0021140892	0.0906093559	-0.0248504336	0.0142893323	-0.056560955700000005	0.0555112748	0.0555068848	0.0554995683	0.0554893258	0.0554761578	0.055460065	0.0554410482	0.055419108499999994	0.055394247	0.055366465	0.055335763899999994	0.0	0.00272697	0.0558747	0.115882	-0.000444466	0.00033967	0.000234155
3390.7616120605876	2887.9964031015124	4402.4442430594045	1.134651	26.717791	0.085910151	-0.0365382771	0.0638253136	-0.042873282400000004	0.0839271279	-0.0464542725	-0.06594076360000001	-0.030987870499999997	0.0444203616	0.11912486289999999	-0.0068866289	-0.0570131367	0.013289003	0.0555086733	0.0554964792	0.0554761578	0.055447712	0.0554111459	0.055366465	0.0553136757	0.0552527858	0.0551838042	0.0551067411	0.0550216076	0.0	0.000411769	0.113904	0.109621	-0.000627113	0.000178209	0.00019217
3366.0440900395292	2885.250660732185	4391.3823740102835	1.163253	27.391283	0.143857681	0.0085825801	0.07000156440000001	-0.0338233068	0.0148066926	0.06881282	-0.0336337472	0.0280287577	0.05166065809999999	0.062147756500000005	0.0614103571	0.053197383	0.024539653199999997	0.0555047711	0.055480872199999996	0.0554410482	0.055385310800000004	0.0553136757	0.0552261636	0.055122799699999996	0.0550036135	0.0548686394	0.0547179159	0.0545514865	0.0	0.000302858	0.18653	0.152128	-0.000248628	3.72956e-05	0.000245087
3364.6704220737597	2881.5566599473077	4390.687973505158	1.030585	24.267323	0.06785661799999998	0.0453842755	0.040272714300000005	-0.0338271755	-0.0196672152	0.0174753795	0.0542346094	0.045500218499999995	0.0178026299	0.0259794694	0.0709815825	0.0285995532	-0.0586384185	0.0554995683	0.055460065	0.055394247	0.0553021455	0.0551838042	0.055039279299999994	0.0548686394	0.0546719653	0.0544493505	0.054200900499999996	0.0539267333	0.0	-0.00743773	0.152706	0.172269	-0.000247407	-4.6911e-05	0.00028268
3361.3867389695506	2881.001182304591	4387.349479591493	0.983498	23.158566	0.07040822	0.0618132967	0.0058518617000000005	-0.061554060300000005	-0.00037430300000000004	-0.039941456800000004	0.015032520800000001	0.044802385	-0.0309117824	0.052243678099999996	0.0600408107	-0.0546346775	-0.0304868249	0.055493065099999996	0.055434059699999996	0.055335763899999994	0.055198247400000004	0.0550216076	0.0548059697	0.0545514865	0.054258338499999996	0.0539267333	0.0535569061	0.05314911889999999	0.0	-0.00925613	0.123715	0.19105	-0.000627113	-7.12704e-05	0.000294971
3358.97717360192	2881.219724781987	4381.323533394363	1.009964	23.78175	0.027874305000000016	0.040382260499999996	-0.0156962169	-0.0941300428	-0.012713515	-0.0356880108	-0.0392488194	0.0066633967	-0.0496516974	0.0427918837	0.0735773451	-0.054415810700000004	0.0255601492	0.0554852615	0.0554028587	0.0552656114	0.0550736554	0.0548271808	0.05452643150000001	0.054171705199999996	0.0537633532	0.0533017796	0.0527874413	0.052220847599999995	0.0	-0.00275101	0.119186	0.197918	-0.000486154	-5.81267e-05	0.000340312
3354.8872567775466	2882.7372360901063	4376.679721571374	1.006523	23.700747	0.019381271499999995	0.016463908200000002	-0.023288959799999998	-0.1137951575	-0.0246875473	0.0176054842	-0.0589261433	-0.0227238799	-0.048947835099999996	0.0483721408	0.1024020854	0.0033579135	0.0481909295	0.0554761578	0.055366465	0.0551838042	0.0549284163	0.054600637699999996	0.054200900499999996	0.0537297315	0.0531877517	0.0525756752	0.0518943089	0.0511445506	0.0	-0.00507895	0.117265	0.204364	-0.000506812	4.41493e-06	0.000249785
3348.9186656596953	2881.201854187583	4374.25343711649	0.950741	22.387234	0.0658634365	-0.0120938684	-0.0194763986	-0.1071668214	-0.049365455	0.051726234100000004	-0.024697175699999997	-0.0430912345	-0.034393184300000004	0.0323396227	0.1081187873	0.038509850299999995	0.028931595499999997	0.0554657542	0.055324881900000004	0.0550903596	0.0547625844	0.05434211110000001	0.0538296514	0.0532260728	0.0525323971	0.051749798300000004	0.0508796012	0.0499232788	0.0	-0.00868104	0.115431	0.23286	-0.000958694	-0.000130614	0.000198069
