csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3528.9129036148433	2876.953189125767	4284.834084055894	n/a	n/a	n/a	-0.0190267354	-0.0325259882	-0.0532933691	0.009658567600000001	-0.0256234143	0.041913009700000003	-0.0335162157	0.015966600900000003	0.014436592600000001	-0.0568905971	0.1461876396	-0.3271436865	0.0572596436	0.0572590741	0.057258124800000004	0.0572567959	0.0572550874	0.0572529991	0.0572505313	0.0572476838	0.0572444566	0.0572408499	0.0183764	0.0983342	0.144769	-0.00107878	0.000344663	0.000161715
3477.7167568732457	2878.9153827847117	4271.374748166031	1.015201	23.435602	0.0617785	-0.0238901355	-0.0297496535	-0.0397836236	0.0013620810999999998	-0.0200579821	0.0160824224	-0.042767737699999996	0.0019316696	0.0062745972	-0.0024325106	0.0085094722	-0.1697103845	0.057258124800000004	0.0572529991	0.0572444566	0.0572324979	0.057217123499999994	0.0571983345	0.057176132000000005	0.0571505173	0.0571214918	0.0570890575	0.0156462	0.133548	0.153224	-0.00131648	0.000292395	0.000144093
3444.124153529884	2877.6642828962813	4259.447197139416	1.090877	25.182558	0.11713245000000003	-0.024634151099999998	-0.029109480400000002	-0.026886674	-0.018496416	0.011871392199999999	0.0486724782	-0.0361179206	0.0103587834	0.020494571200000002	-0.0503928765	0.059851948200000005	-0.054058456100000006	0.0572550874	0.0572408499	0.057217123499999994	0.057183912	0.057141221	0.0570890575	0.0570274301	0.0569563492	0.056875826399999996	0.0567858751	0.0168857	0.0994893	0.119129	-0.000433192	0.000241938	0.000123053
3438.6127110648304	2877.1033622557025	4262.0224665638925	1.176752	27.164961	0.2174264	-0.0081415667	-0.0374836569	-0.0182366544	-0.0143267355	0.0110200714	0.0257970206	-0.0302082071	-0.0044810281	0.0219441577	-0.032043342	0.0342708506	-0.017630056	0.0572505313	0.0572226278	0.057176132000000005	0.0571110591	0.0570274301	0.056925272400000004	0.056804619	0.056665509100000004	0.056507987999999995	0.0563321068	0.0188026	0.15143	0.187661	-0.00214673	0.000319518	0.000232671
3441.737790647612	2878.242689449249	4264.488128661097	1.129111	26.065172	0.14864590000000003	0.0188032033	-0.031042979	0.011339025	0.0272859379	-0.0386464944	0.0011433256	-0.0133193974	-0.023854426499999998	-0.028226379500000003	-0.0140448749	0.0269342942	-0.0685209056	0.0572444566	0.0571983345	0.0571214918	0.0570139699	0.056875826399999996	0.05670713559999999	0.056507987999999995	0.0562784907	0.056018766799999994	0.0557289559	0.0080126	0.100247	0.134661	-0.00153597	0.000263585	0.000225906
3427.5466243487567	2876.814330409732	4258.2397822159055	1.062983	24.53863	0.07730474000000001	0.0284912852	-0.034209997799999996	0.0144939722	-0.02738442	0.0013723901	-0.0328545092	0.0118610203	-0.0350104916	0.018108533	-0.0074914115000000005	-0.0125613609	-0.05359035	0.0572368637	0.0571679728	0.057053216100000005	0.0568926857	0.0566865103	0.0564348553	0.056137922699999995	0.055795950700000006	0.0554092137	0.0549780218	0.0127534	0.0756594	0.14348300000000003	-0.000939278	0.000260958	4.21382e-05
3431.017092622479	2877.3999370442725	4260.83230630274	1.047552	24.182409	0.15953793000000002	0.0345170067	-0.02101587	0.0276489984	-0.0012569933	0.0069182417	-0.0261288899	0.0230780808	-0.0367730228	-0.005114212700000001	-0.0133015541	0.0082745697	-0.0347702236	0.0572277525	0.0571315458	0.05697132110000001	0.0567472579	0.056459607300000006	0.0561086916	0.055694904100000005	0.0552187083	0.054680638	0.0540812959	0.00727416	0.14792	0.177106	-0.00179002	0.000213114	0.000107054
3432.980912710413	2881.444668582725	4261.601963505369	0.990181	22.858027	0.08541714499999999	0.0345978467	0.0022101348999999998	0.0296069655	0.0019996951	-0.0408286566	-0.045740133499999995	0.0318649509	-0.0229909841	-0.027078025800000002	0.0188068413	-0.0688539683	-0.0139007895	0.057217123499999994	0.0570890575	0.056875826399999996	0.0565777483	0.056195268	0.0557289559	0.0551795078	0.054547743200000005	0.0538346047	0.0530411561	0.000342365	0.1241	0.13183700000000004	-0.00167329	0.000165302	0.000130439
3425.0122699699104	2872.9725725994103	4253.447041447406	1.075537	24.828438	0.09572345	0.0362422748	0.013468518	0.0498863377	-0.0334149133	-0.0165084317	-0.047149545099999995	0.0399209316	-0.0265070179	-0.0166874116	-0.023487734399999998	-0.05130465360000001	-0.0318087964	0.0572049769	0.057040512300000006	0.0567667547	0.0563842289	0.0558936675	0.0552960107	0.054592403600000006	0.053784194199999996	0.0528729313	0.051860360700000004	0.00661226	0.0805531	0.127885	-0.00102347	0.000124191	-1.77231e-05
3419.633816814661	2876.3668967691724	4253.490087697111	1.029976	23.776672	0.119652151	0.030577020400000002	0.014178929	0.044441996100000006	-0.0475206843	0.006281883	-0.0709144094	0.043493574900000005	-0.0331997672	0.00031781560000000003	-0.0171777625	-0.052983708600000005	-0.0061471865	0.0571913129	0.0569859153	0.056644132199999996	0.0561667816	0.055555005899999996	0.05481026940000001	0.0539343544	0.05292935730000001	0.0517976833	0.050542040999999996	0.000227394	0.1381	0.156035	-0.00142977	9.324e-05	9.64336e-05
