csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3028.6522934853692	2746.3156121230318	3614.6059889446983	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.71703e-09	0.287137	0.17735899999999996	-0.00165681	-0.0	0.0
3004.539442719431	2748.888822364037	3589.001990426128	1.226208	37.060493	0.13682100812627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.58433e-08	0.18584	0.152925	-0.00143501	-0.0	0.0
2981.1431288092854	2742.3641184481744	3572.1348867901033	1.031325	31.170403	0.08249200158009999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.42632e-08	0.248003	0.15325	-0.00103493	-0.0	0.0
2987.900327637497	2742.392155705872	3564.6995081684113	1.086761	32.845901	0.23852301464415	-0.0551963505	-0.0717217276	-0.0372664304	0.0640588636	-0.0210022537	0.0710456971	-0.0462936614	0.014333284299999999	-0.10278579119999999	0.0260773259	-0.06989706820000001	0.0083133443	0.0882145705	0.0882096274	0.08820138890000001	0.0	0.0	0.0	-3.8095e-10	0.441379	0.191778	-0.00116731	-0.0	0.0
2975.721701363012	2738.512104248328	3562.840086678005	1.095208	33.101189	0.27632900467605	0.09121221199999999	0.0212244122	0.0022386364	0.1542759133	0.10509343089999999	0.0618001034	0.1063849611	-0.0698230279	-0.15637008300000002	-0.0233662468	0.056371742999999995	0.0969326758	0.08820138890000001	0.0881569058	0.088082784	0.0	0.0	0.0	-5.057e-09	0.619473	0.264276	-0.00168205	-0.0	0.0
2970.749906523544	2739.713600454773	3566.310101765554	1.207391	36.491753	0.40868536505700004	-0.0243517941	0.09406197150000001	0.0464986619	-0.0598196973	0.030954611400000002	0.0608043026	-0.0182836544	-0.0741528971	0.0759231988	-0.09193492199999999	-0.012470585900000001	0.0767670466	0.08817502769999999	0.08805149429999999	0.08784573359999999	0.0	0.0	0.0	0.00618166	0.305271	0.223167	-0.0012248	0.000310738	-0.000175866
2974.7415939568914	2739.574235341196	3566.1495000650234	1.068946	32.307442	0.20515959000000003	-0.0766062715	-0.0706917587	0.013056611200000002	0.0041862161	-0.0408058401	-0.0463249945	-0.08499681	0.06974543700000001	0.0239515532	0.048767676600000004	0.0263238187	0.008098315200000001	0.0881354907	0.0878934558	0.0874905565	0.0	0.0	0.0	0.0201639	0.19436	0.170427	-0.000984966	0.000451993	-0.000345304
2966.9115692285686	2738.8106599840635	3560.498318833399	0.991836	29.97691	0.16716095000000003	0.0926020733	-0.0354312881	0.0074366689	-0.05828054480000001	0.0167886691	-0.0294464215	0.0731486553	0.0716172528	0.001585308	-0.054765006500000005	0.017272482	-0.0442434159	0.088082784	0.0876828848	0.08701773039999999	0.0	0.0	0.0	0.0179952	0.301987	0.202188	-0.00139741	0.000356779	-0.000340877
2958.540026824119	2734.97506928245	3558.6035314914257	1.136674	34.354431	0.30799284999999993	-0.0110020072	0.1104257301	0.0157753225	0.04421198230000001	-0.0316925106	0.0997613775	0.0200227393	-0.1308442418	-0.0187450382	0.0043081402	-0.06639088259999999	-0.0202695873	0.0880169153	0.08741990699999999	0.08642789099999999	0.0	0.0	0.0	0.0192546	0.488152	0.276311	-0.00214277	0.000537847	-0.000343358
2960.630672596444	2736.984836223361	3559.432780726017	1.1039580000000002	33.365627	0.27292554999999996	-0.07739593980000001	-0.042021342999999996	0.0008675225999999999	0.052627725199999996	0.019179848200000002	-0.0370963468	-0.0771733775	0.0191235598	-0.0313797746	0.030110926	0.0695709513	0.0665923321	0.08793789460000001	0.0871046798	0.0857218315	0.0	0.0	0.0	0.017067599999999995	0.270878	0.236656	-0.00191482	0.000532414	-0.000386166
