onset	duration	trial_type	response_time
30.82	11.2	n/a	9.784
42.82	11.2	n/a	9.747
57.218	11.2	n/a	9.706
71.617	11.2	n/a	10.397
83.617	11.2	n/a	9.63
95.616	11.2	n/a	10.019
108.815	11.2	low	9.616
120.814	11.2	n/a	9.751
135.213	11.2	low	9.90100000000001
148.412	11.2	n/a	10.087
161.611	11.2	n/a	9.727
176.01	11.2	n/a	9.684
189.209	11.2	n/a	9.68699999999998
202.421	11.2	n/a	10.14
214.42	11.2	high	9.60600000000002
258.817	11.2	n/a	9.76400000000001
272.016	11.2	n/a	9.67899999999997
285.215	11.2	n/a	9.90000000000003
299.614	11.2	n/a	9.71500000000003
311.613	11.2	n/a	10.306
323.612	11.2	n/a	9.79499999999996
335.611	11.2	n/a	9.59199999999998
350.01	11.2	n/a	9.745
363.209	11.2	n/a	10.024
376.422	11.2	high	9.56399999999996
389.621	11.2	low	9.96200000000005
404.02	11.2	n/a	9.95600000000002
418.419	11.2	n/a	9.58699999999999
432.818	11.2	n/a	9.62700000000001
444.817	11.2	low	9.57499999999999
486.814	11.2	low	9.34899999999999
500.013	11.2	n/a	9.58300000000003
512.012	11.2	n/a	9.81600000000003
525.211	11.2	high	9.36500000000001
537.21	11.2	n/a	9.54999999999995
551.609	11.2	n/a	9.80399999999997
566.021	11.2	n/a	9.70100000000002
580.42	11.2	low	9.56900000000007
594.819	11.2	n/a	9.71900000000005
608.018	11.2	n/a	10.091
620.017	11.2	n/a	10.6139999999999
633.216	11.2	n/a	9.91399999999999
646.415	11.2	n/a	9.52600000000007
658.414	11.2	n/a	9.63599999999997
672.813	11.2	n/a	9.53800000000001
