csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3255.1492336730125	2920.354155980697	3867.2631082115527	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0803932	0.228482	0.0007525159999999998	-0.0	0.0
3187.1712432653712	2921.7405765294225	3848.4697053671794	1.496004	41.028034	0.02531535497839001	-0.0125255906	0.053570527800000003	-0.11528591070000001	-0.0574972117	0.08707411699999999	-0.0665784133	-0.0333005951	0.0152744688	0.1597121448	-0.0193885902	0.0099452797	-0.0562799511	0.0573066349	0.057306063	0.057305109900000005	0.0573037755	0.0573020599	0.0572999631	0.0572974851	0.0572946259	0.0572913855	0.057287764000000005	0.0	-4.97839e-09	0.0976918	0.22857	0.000911091	-0.0	0.0
3179.895163402094	2919.4559179265807	3847.023859848772	1.634683	44.831318	0.02346665497838997	-0.0065432431	0.0838664568	-0.111993009	-0.006308896	0.0282608521	0.0241001369	-0.0366542465	-0.0123495999	0.17107251910000001	0.0217307536	0.0409165812	-0.0320162003	0.057305109900000005	0.0572999631	0.0572913855	0.0572793776	0.0572639401	0.0572450739	0.057222780099999995	0.057197060099999995	0.0571679155	0.0571353479	0.0	0.0	0.0947641	0.213875	0.00102797	-0.0	0.0
3168.9712631209704	2921.8289016456133	3839.662906798009	1.224631	33.585594	0.12258651078639997	-0.0079569608	0.07385020910000001	-0.0947672557	-0.0274061969	0.049742378600000005	-0.028575055099999996	-0.028322276099999998	0.0005818163	0.13977113359999999	-0.000936471	0.0045575353	-0.010817118200000002	0.0573020599	0.057287764000000005	0.0572639401	0.0572305921	0.057187725700000004	0.0571353479	0.0570734675	0.05700209480000001	0.0569212416	0.0568309213	0.0	-1.07864e-08	0.084764	0.309872	0.000696182	-0.0	0.0
3158.7619402091636	2918.3148744827754	3828.877603209107	1.109936	30.440079	0.09754300933483001	-0.0038710678000000004	0.06352757120000001	-0.0839713609	-0.0557702282	0.036127975699999995	0.042864322999999996	-0.023300952000000003	-0.0032751694000000002	0.1093267911	-0.0009638347	0.0094471599	0.0086591351	0.0572974851	0.0572694669	0.057222780099999995	0.0571574399	0.0570734675	0.0569708904	0.056849742	0.056710061799999996	0.0565518953	0.0563752941	0.0	-1.45157e-09	0.14326100000000003	0.338253	0.000909482	-0.0	0.0
3150.727496492158	2917.5494788222886	3828.290108896266	1.003335	27.516542	0.07433890824596005	-2.2580000000000002e-06	0.06586183799999999	-0.0838859076	-0.0578823398	0.0412600005	-0.088747337	-0.0216888209	-0.0046215838	0.1136341833	-0.0061016856	-0.0436523355	0.0156806727	0.0572913855	0.0572450739	0.0571679155	0.057059952000000004	0.0569212416	0.05675185889999999	0.0565518953	0.056321458600000006	0.0560606728	0.055769678499999996	0.0	6.79439e-09	0.167225	0.313069	0.0014133	-0.0	0.0
3160.1084874565886	2916.866466729012	3829.323084971223	1.014435	27.820948	0.07776355320561	-0.0008760298	0.0658595544	-0.09690088599999999	-0.0359677086	0.06773679190000001	0.022644489700000003	-0.030607354500000003	-0.0050782319	0.1313205064	-0.001160077	-3.47562e-05	0.0033177639000000004	0.0572837613	0.0572145874	0.0570993594	0.05693817	0.0567311491	0.0564784632	0.056180315700000004	0.0558369467	0.0554486325	0.055015685700000004	0.0	0.00313081	0.129857	0.283881	0.0014116100000000004	3.46608e-23	0.000159845
3160.910637794729	2916.674740924589	3824.827032228528	1.011648	27.744516	0.06194810999999997	0.0019454098999999998	0.0691693298	-0.0791954299	-0.025126394399999998	0.021472645699999997	0.0220211774	-0.0266446047	-0.005419249	0.1169306461	0.0082559151	0.0050151937	0.010754318999999998	0.0572746128	0.0571780108	0.0570171282	0.0567921458	0.056503316500000005	0.0561509651	0.055735487699999996	0.055257351399999995	0.054717093700000004	0.054115321900000006	0.0	0.00270095	0.125594	0.325387	0.00114518	-0.0	0.00011129
3154.4314418539425	2915.1502458719383	3819.185897851962	1.039785	28.51618	0.10392945196917	-0.0011019166	0.0425387142	-0.0745849741	-0.0351166053	0.0391211169	-0.0262906233	-0.0178936138	0.0035165616	0.0814686391	-0.0034307854999999997	0.0026361742	0.0016228744	0.0572639401	0.0571353479	0.0569212416	0.056621941399999993	0.056237895499999996	0.055769678499999996	0.0552179913	0.0545836595	0.053867632699999994	0.05307098230000001	0.0	-1.96917e-09	0.138566	0.404914	0.00108188	-0.0	0.0
3142.940724779764	2913.2701446787987	3814.281256246607	1.022121	28.031757	0.10172000196917001	0.010511785800000001	0.0291431448	-0.0518848964	-0.0544026712	0.0222856464	0.014126781100000001	-0.0163825424	0.0017855387	0.0531757195	-0.013699227900000001	0.0022095554	0.0124320005	0.057251743499999994	0.0570866034	0.0568117225	0.0564276295	0.0559350625	0.0553349685	0.054628501100000004	0.0538170184	0.0529020803	0.051885445700000005	0.0	0.0	0.189805	0.424951	0.00169076	-0.0	0.0
3147.0313755193406	2914.3216214887157	3819.998279043712	0.945527	25.931152	0.059878007361760015	0.0102887974	0.034613367799999996	-0.0589888961	-0.0209434894	0.0376844823	-0.0341011772	-0.0196528871	0.0006952560000000001	0.0677308472	-0.0061450918	-0.0135390123	0.0091544129	0.0572380234	0.0570317822	0.056688597300000004	0.056209292599999995	0.055595019	0.0548472516	0.0539677858	0.0529587334	0.051822517400000004	0.050561866	0.0	-7.361759999999999e-09	0.159819	0.412476	0.0020391	-0.0	0.0
