csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3336.2879195132905	2970.8874862757207	3845.4316380210903	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.000198343	0.0050535	0.11411	0.00019893	5.4211e-24	0.000200003
3280.162080638525	2971.793303082976	3832.014116648396	1.132017	31.685459	0.145759887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.000181081	0.0742885	0.178102	-1.30975e-05	-0.0	0.000161718
3254.9585381382426	2971.718039330694	3817.6032009326295	1.235393	34.578979	0.12236948399999997	0.016248217	0.0083417488	-0.048353142300000006	0.027866174599999998	-0.0106548176	0.017231846999999998	-0.0204142385	-0.0061539846	0.0030339162	-0.047866471699999996	0.015532231899999999	-0.0749555041	0.0578312937	0.057830695099999996	0.0578296976	0.057828301	0.0578265054	0.0578243109	0.057821717300000006	0.057818724800000006	0.0578153334	0.057811543	0.0	0.0	0.00285174	0.0270935	0.229686	0.000389045	-0.0	0.000177972
3247.2720203689137	2970.011229014699	3812.8413125935917	1.296012	36.275719	0.07550318699999999	0.0114744255	0.0096373565	-0.0104861654	-0.0036569523	-0.0634331926	0.0228645132	-0.0191109598	-0.0116719254	-0.01181202	0.011392743700000001	-0.006741661800000001	-0.0650858529	0.0578296976	0.0578243109	0.0578153334	0.0578027657	0.057786608499999996	0.0577668629	0.0577435302	0.0577166116	0.057686109000000006	0.0576520242	0.0	0.0	0.000203293	-0.00693049	0.249931	0.0007463949999999998	-0.0	0.000192337
3240.543104214371	2968.851387294302	3799.466591559523	1.166824	32.659706	0.04701853	0.0105142106	0.0285849815	-0.0645444987	0.0050461919	-0.0018861033	0.0180576517	-0.0197479456	-0.033333822400000004	-0.0009633988	-0.0188771017	-0.021677292	0.008586593299999999	0.0578265054	0.057811543	0.057786608499999996	0.0577517062	0.0577068422	0.0576520242	0.0575872615	0.0575125655	0.057427949000000006	0.0573334266	0.0	0.0	0.000358033	0.0102204	0.238497	0.000827544	-0.000118124	0.000358642
3224.0049099801563	2966.9232313524262	3786.2923705882818	1.21784	34.087662	0.130417837	0.0059649005	0.0141994848	-0.019706048	-0.0287084643	0.0349879164	0.005672790699999999	-0.011954876100000001	-0.0060870594	-0.012604065900000001	-0.0080400249	0.0267895246	-0.0019344477	0.057821717300000006	0.057792393	0.0577435302	0.0576751453	0.0575872615	0.057479908600000004	0.0573531228	0.05720694690000001	0.0570414305	0.056856629400000004	0.0	0.0	0.00046702	0.08050509999999998	0.275039	0.00048728	-0.000174664	0.000431481
3217.628444419945	2962.562379351045	3782.8122272881938	1.046934	29.303951	0.09816466	0.0032536315999999997	-0.016317981999999998	0.029604162200000003	-0.0260845542	0.0441573794	-0.056553429	-0.0046571716	0.0189330929	0.0067323139	0.023424970899999998	-0.022883172799999997	0.030868829	0.0578153334	0.0577668629	0.057686109000000006	0.0575731166	0.057427949000000006	0.057250687300000005	0.0570414305	0.056800295599999995	0.0565274174	0.0562229483	0.0	0.0	0.00417508	0.0480161	0.312878	0.000927448	-0.000198	0.000412413
3209.802915839281	2961.211063525102	3789.828768469845	1.097145	30.709362	0.04988600999999999	0.0021860131	-0.0296202325	0.023014972999999998	0.037052165899999996	0.0640469099	-0.0377195117	0.00292615	0.0325319507	0.029586417599999998	-0.0338239508	-0.005433954	-0.017655766	0.057807353799999996	0.0577349556	0.057614359299999994	0.057445665300000004	0.0572290145	0.0569645879	0.056652606200000004	0.0562933297	0.055887058499999996	0.0554341316	0.0	0.0	0.00410867	0.0176776	0.319843	0.000725149	-0.000164417	0.000426853
3220.5044463850795	2967.9883889326456	3803.3781615147454	1.451911	40.639366	0.13980529999999997	0.0093496411	0.0424836351	-0.0040497832000000004	-0.0461814463	-0.0142151358	0.0209171976	-0.0148864902	-0.040565931	-0.019768251100000002	0.039964815099999995	0.0580811105	-0.0453662307	0.0577977787	0.0576966746	0.0575282988	0.0572928475	0.0569905954	0.0566218948	0.0561871755	0.055686944599999996	0.0551217851	0.0544923561	0.0	0.0	0.0162971	0.00593203	0.223924	0.00102605	-0.000104704	0.000388421
3236.322776905401	2973.9588713170237	3814.9261079895946	1.499231	41.963875	0.240110469	0.020154113300000002	0.0765669917	0.0026618332000000002	-0.0099827531	-0.0794646904	-0.063549895	-0.0351370474	-0.06490219009999999	0.01928877	0.045472672	-0.0690661906	-0.0438610521	0.057786608499999996	0.0576520242	0.057427949000000006	0.0571147309	0.0567128561	0.0562229483	0.055645768	0.054982211100000004	0.054233307800000005	0.0534002203	0.0	0.0	0.000132921	-0.00488676	0.0820261	0.00208414	5.29396e-23	0.000126623
