onset	duration	trial_type	response_time
31.115	9.6	n/a	5.337
43.115	9.6	n/a	5.53
55.115	9.6	high	5.168
65.914	9.6	n/a	5.773
79.114	9.6	low	6.172
89.914	9.6	low	5.14
103.114	9.6	low	5.259
113.914	9.6	low	5.248
125.914	9.6	low	5.06599999999999
139.113	9.6	low	5.268
152.313	9.6	low	5.08200000000002
164.313	9.6	high	5.24700000000001
177.513	9.6	n/a	5.65099999999998
189.513	9.6	n/a	5.73499999999999
201.512	9.6	low	5.351
212.312	9.6	low	5.12699999999998
223.112	9.6	low	5.09300000000002
236.312	9.6	n/a	5.23599999999999
277.111	9.6	low	5.57300000000004
290.311	9.6	n/a	5.45699999999999
302.311	9.6	low	5.10700000000003
314.311	9.6	n/a	5.49100000000004
327.511	9.6	n/a	6.77099999999996
338.324	9.6	n/a	5.11099999999999
350.324	9.6	low	5.14799999999997
363.523	9.6	low	5.38399999999996
374.323	9.6	low	5.637
385.123	9.6	high	5.24000000000001
395.923	9.6	low	5.76100000000002
409.123	9.6	low	5.06200000000001
422.323	9.6	n/a	5.863
433.122	9.6	low	5.14299999999997
445.122	9.6	high	5.12200000000001
458.322	9.6	low	5.28199999999998
469.122	9.6	n/a	5.35599999999999
481.122	9.6	low	5.49000000000001
523.121	9.6	low	5.19799999999998
533.921	9.6	low	5.42999999999995
545.921	9.6	n/a	5.31700000000001
557.921	9.6	low	5.41999999999996
571.12	9.6	low	4.98400000000004
581.92	9.6	low	5.178
592.72	9.6	n/a	5.30200000000002
604.72	9.6	n/a	5.36599999999999
617.92	9.6	high	5.58199999999999
631.12	9.6	low	5.298
643.119	9.6	low	5.32499999999993
653.919	9.6	low	5.10300000000007
667.119	9.6	low	5.97399999999993
677.919	9.6	n/a	5.09500000000003
688.719	9.6	low	6.14699999999993
701.919	9.6	n/a	5.22800000000007
713.918	9.6	low	5.45600000000002
725.918	9.6	n/a	5.88
