onset	duration	trial_type	response_time
30.801	11.2	n/a	9.577
42.801	11.2	n/a	9.67899999999999
57.201	11.2	n/a	9.692
71.614	11.2	n/a	9.82899999999999
83.613	11.2	n/a	9.77500000000001
98.013	11.2	n/a	9.80799999999999
112.413	11.2	low	9.65000000000001
124.413	11.2	n/a	9.819
137.612	11.2	low	9.53
149.612	11.2	n/a	9.54900000000001
162.812	11.2	n/a	10.167
176.012	11.2	n/a	9.64699999999999
189.212	11.2	n/a	9.55600000000001
202.411	11.2	n/a	9.53
214.411	11.2	high	9.541
258.81	11.2	n/a	9.678
273.21	11.2	n/a	9.685
285.21	11.2	n/a	9.76400000000001
299.61	11.2	n/a	9.61000000000001
312.809	11.2	n/a	10.049
324.809	11.2	n/a	9.94
339.209	11.2	n/a	10.402
352.409	11.2	n/a	9.709
364.409	11.2	n/a	9.71800000000002
376.408	11.2	high	9.827
388.408	11.2	low	9.59399999999999
401.608	11.2	n/a	9.738
414.808	11.2	n/a	10.135
429.207	11.2	n/a	9.46500000000003
443.607	11.2	low	9.54999999999995
486.806	11.2	low	9.44300000000004
498.806	11.2	n/a	9.64300000000003
513.206	11.2	n/a	10.183
526.406	11.2	high	9.53300000000002
540.805	11.2	n/a	10.085
554.005	11.2	n/a	9.673
568.405	11.2	n/a	9.51700000000005
581.605	11.2	low	9.74199999999996
593.605	11.2	n/a	9.71500000000003
605.604	11.2	n/a	10.0809999999999
618.804	11.2	n/a	9.61099999999999
632.004	11.2	n/a	10.107
644.004	11.2	n/a	9.63099999999997
658.403	11.2	n/a	9.66300000000001
670.403	11.2	n/a	9.61400000000003
