csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3595.8707419936823	2948.517574860071	4332.193293069403	n/a	n/a	n/a	-0.1394764294	0.0223316709	-0.00414428	0.11987809070000001	-0.0476322791	0.007683412099999999	-0.34390481990000005	0.0175294359	-0.5148229835	0.33508185079999997	-0.3187538802	0.12152695289999998	0.0877042013	0.0876993995	0.0876913966	-0.00823504	0.171352	0.18315	-0.00166684	2.6058e-22	0.000600856
3534.376585240577	2951.4811835945884	4316.338953854724	1.161358	26.827698	0.056822400000000016	-0.1413668173	0.0510136917	-0.0021728395	0.1607652748	-0.0512182709	0.0088593635	-0.265370082	-0.001834846	-0.27485298690000004	0.1206215217	-0.030062149500000003	-0.0161437694	0.0876913966	0.0876481855	0.08757618269999999	-0.00506634	0.148883	0.171624	-0.00138822	-1.0545e-22	0.000486302
3512.7811829422694	2950.8336485764094	4306.190997707631	1.144926	26.448118	0.17981033000000002	-0.129636677	0.0473252694	0.023791271	0.1639111855	-0.0528362639	-0.0009689767	-0.21712804	0.0252648673	-0.15469676429999998	0.054576897199999995	0.0518875875	0.0044654433	0.0876657892	0.0875457875	0.08734590619999999	0.00107149	0.243231	0.206334	-0.00200138	0.000187242	0.00057819
3492.4668701395112	2945.736440357649	4296.041269829763	1.071077	24.742189	0.10004825	-0.1197445017	0.0703864818	0.0339879444	0.214925695	-0.0404483999	0.0034163809000000004	-0.1773475172	0.0134932481	-0.08743311890000001	-0.0554217179	0.1377256599	-0.0413073625	0.08762738269999999	0.08739226509999999	0.08700086970000001	0.000623785	0.241794	0.242507	-0.00295795	8.22571e-05	0.000399934
3479.6639153087212	2952.413435216156	4287.573102151464	1.049846	24.251749	0.09263335000000003	-0.1018917778	0.09508943619999999	0.0304135495	0.16042225970000001	0.005423555500000001	0.035018604	-0.1601125528	0.0147773977	-0.0657950315	-0.09336793609999999	0.0818720462	-0.0278064719	0.08757618269999999	0.0871877082	0.0865415266	-0.00646986	0.196173	0.261747	-0.00265452	-0.0	0.000372047
3475.8047665726613	2947.3094818409563	4281.269148473141	0.971586	22.443916	0.07403713999999997	-0.08517233	0.117817517	0.025039192000000002	0.1163056739	0.017643202900000002	0.015032000600000001	-0.1453043312	-0.0265185251	-0.0359495069	-0.1036915484	0.0349762404	-0.030269165499999997	0.0875121968	0.08693223609999999	0.08596848019999999	-0.0112697	0.161006	0.266009	-0.00215454	2.03064e-22	0.000468233
3472.3623503192216	2950.6046682657043	4277.654823824988	1.018988	23.53891	0.09562645	-0.0616430646	0.1384083307	0.009885895300000001	0.1043245317	0.0078501645	0.0041842911	-0.1275822396	-0.058236728	-0.0289360086	-0.1377457298	0.0371850492	-0.0159171898	0.0874354342	0.08662599800000001	0.0852824836	-0.0191266	0.208695	0.274504	-0.00214918	-0.000441203	0.000653381
3472.8231256810723	2950.33592703283	4272.262344698537	1.127027	26.034653	0.17547834999999992	-0.0452148306	0.1325722241	0.0061666663	0.10371631560000001	-0.0085866972	-0.0401384667	-0.1113161114	-0.0830616087	-0.0178165022	-0.1224331804	0.0874646483	-0.0337051538	0.08734590619999999	0.0862691727	0.0844844381	-0.0178793	0.284902	0.321387	-0.00298213	-0.000441203	0.0008432519999999998
3471.9055450197243	2948.8566077232067	4266.58416151179	1.094958	25.293846	0.039337849999999994	-0.0072801359999999996	0.1281483009	0.0402120425	0.15152076960000002	-0.0063417702	-0.029011149	-0.08423163539999999	-0.0659091113	-0.061576344299999995	-0.1504569013	0.16900567739999997	-0.0037138469	0.0872436259	0.08586196869999999	0.08357539209999999	-0.0156135	0.285249	0.320466	-0.00336602	-0.000213434	0.00073883
3468.9618678493866	2946.8699816476965	4263.477604497319	1.127567	26.047121	0.09014684999999992	0.028594683500000002	0.1149337454	0.0645803695	0.1126049383	-0.031086186600000003	0.068055797	-0.052542728899999995	-0.0422723521	-0.0518500497	-0.13892617300000001	0.1233692368	0.0133164204	0.0871286081	0.08540462380000001	0.08255654	-0.0170048	0.22847	0.316906	-0.00305805	-0.00037924	0.000644275
3467.640829601409	2943.9596241482263	4268.882381871663	1.140966	26.356642	0.10800714999999997	0.052850373799999996	0.0777231275	0.058389759900000004	-0.0017535798000000002	0.00326842	0.062763029	-0.0059111560999999995	-0.0244201471	-0.0328311924	-0.1358425197	0.026367007999999997	0.0414493525	0.08700086970000001	0.0848974049	0.0814292204	-0.0201813	0.194038	0.348946	-0.0025311	-0.000554788	0.00070895
3466.5340506560487	2943.7547843974103	4272.2406944289205	0.980385	22.647163	0.07094155000000002	0.039636509199999996	0.0369250316	0.0473296918	-0.0398496561	-0.015940960900000002	0.08272281	0.0168663224	-0.0285169719	-0.008973808199999999	-0.1090252118	-0.009590073000000001	0.07577544929999999	0.0868604294	0.0843406083	0.0801949145	-0.0209574	0.224896	0.365	-0.0027545	-0.000675887	0.00058838
3468.765225698462	2939.8038977651095	4271.406566808494	0.919146	21.232533	0.04288764999999999	0.050428023200000005	0.025692705299999997	0.0465521142	-0.027608155099999997	-0.027611938	0.0559771741	0.0323819827	-0.0038299615000000004	-0.0157430045	-0.1022228394	-0.017062212900000002	0.06501622	0.0867073075	0.0837345592	0.078855244	-0.0266811	0.253461	0.369049	-0.00276885	-0.000606832	0.000595974
