csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3573.3395273723168	2939.954931353345	4336.644121128445	n/a	n/a	n/a	0.0013250748000000001	-0.0015054874	0.0408426122	-0.0187364925	0.0406265929	-0.11524356029999999	-0.005251076899999999	0.0934726298	-0.1555955022	0.0184467327	-0.5994077401	-0.0034547826	0.0608578045	0.060857032	0.0608557447	0.060853942300000005	0.0608516251	0.060848793	0.060845446	0.0608415841	0.0608372074	-9.63108e-09	0.20438	0.205676	-0.000476954	-0.0	0.0
3505.8703154652044	2942.289864422363	4314.3101322433395	1.387563	34.772678	0.15446325963108	-0.0039860002	0.053493100599999996	0.0359721749	-0.012631159	0.0747049962	-0.0380337804	-0.012480786200000002	0.05575439099999999	-0.11329283960000001	-0.0136513694	-0.28374592719999997	0.08638264720000001	0.0608557447	0.060848793	0.0608372074	0.0608209889	0.060800138600000005	0.0607746581	0.06074454940000001	0.060709814800000005	0.0606704569	0.0160181	0.139698	0.17786	-0.000265741	0.000253938	0.000453792
3477.6497077131953	2935.7869802051123	4313.651074078613	1.500672	37.607204	0.116442025	-0.0054119347	0.060333501799999995	-0.0306281907	0.0339908235	0.0111965646	0.0067875486	-0.033100467200000004	-0.0203845454	-0.039754465	-0.033557928	-0.10841667640000001	-0.0094899507	0.0608516251	0.060832315899999996	0.060800138600000005	0.060755099699999995	0.060697209	0.060626478600000006	0.060542923600000007	0.0604465615	0.060337412800000004	0.00711894	0.158187	0.171925	0.000879744	0.000140288	5.05497e-05
3475.099927672736	2938.911770867713	4318.500712741747	1.122789	28.137381	0.06744909499999997	-0.0115426008	0.0050173958	-0.084308929	0.0019395041000000001	0.0186023111	-0.0268103721	-0.0266915763	-0.049853492400000005	-0.0333223755	0.0193184775	-0.0502477625	0.0386384404	0.060845446	0.060807603200000004	0.06074454940000001	0.0606563107	0.060542923600000007	0.060404435199999995	0.0602409029	0.06005239440000001	0.0598389881	-0.00330771	0.194095	0.168077	0.000955647	-8.52056e-24	-7.85882e-05
3472.798859176191	2936.739572277776	4319.4674119125375	1.080113	27.0679	0.12482946999999997	-0.0189522978	-0.019141573500000002	-0.0821116906	-0.0127038033	0.0506712948	-0.047297657400000005	0.0090292467	-0.0717429048	-0.0279063054	0.015407970600000001	0.0022065866	-0.012351293400000001	0.0608372074	0.0607746581	0.0606704569	0.060524675099999994	0.060337412800000004	0.0601087982	0.0598389881	0.059528167300000004	0.0591765488	-0.00366716	0.254026	0.186232	2.96647e-05	-0.0	-7.689009999999998e-05
3470.6894348487567	2943.3629738254317	4317.3722386256	0.968253	24.26466	0.07386240999999998	-0.0433254387	-0.0187970786	-0.0579808065	-0.0342278616	0.0489220706	-0.007828401700000001	0.0375952112	-0.057521946100000006	-0.0329945556	0.0172528096	0.028592305800000002	0.0264160872	0.0608269097	0.0607334851	0.0605778835	0.0603602644	0.0600808505	0.0597399279	0.0593378457	0.0588750154	0.058351910800000004	-0.00029581	0.230879	0.153193	0.000281918	6.0031099999999996e-24	-0.000110738
3459.974396415793	2938.4394439650173	4311.9513401270115	0.934629	23.422041	0.08978569	-0.0709044773	-0.0032315258	-0.0223023732	-0.035529710299999996	0.0179464456	0.0289028073	0.053637367400000004	-0.0560516597	-0.0343047779	-0.0025840371	0.0768653584	0.0069702568000000005	0.0608145533	0.0606840897	0.0604668575	0.0601631675	0.059773453899999995	0.0592982738	0.0587383067	0.0580943533	0.057367334299999996	-0.0212073	0.201867	0.146546	0.000688175	-0.0	-0.000368785
3458.0630652358586	2940.405608436208	4309.986821756549	0.848883	21.273209	0.06580565000000001	-0.0843529587	0.0042636748	-0.0087163848	-0.0369229948	-0.014686959599999999	0.029998758900000002	0.0598131941	-0.0501929889	-0.028620245	-0.0035974273	0.074682046	0.0195115222	0.060800138600000005	0.060626478600000006	0.060337412800000004	0.0599334912	0.059415482900000004	0.0587843738	0.0580413653	0.0571878717	0.0562255178	-0.0379514	0.213347	0.15837	0.000435557	-0.0	-0.000631318
3452.594939956061	2939.859672146079	4307.5276901329025	0.847053	21.227362	0.03068054999999997	-0.09211303359999999	0.0213613051	0.0092107015	-0.0357628035	-0.0338761603	0.0453696519	0.07649075429999999	-0.0449995031	-0.026022383399999998	-0.0189549497	0.06908719070000001	0.022926324900000003	0.0607836659	0.06056065980000001	0.0601895887	0.059671359900000005	0.059007240499999995	0.0581988541	0.0572481771	0.056157534	0.0549295911	-0.0394137	0.218305	0.168065	0.000505229	0.000183752	-0.000593437
3451.418548954813	2940.3688037424913	4306.4413304985555	1.100567	27.580477	0.2221946	-0.0960868406	0.015056285800000001	0.016665193000000002	-0.0134771187	-0.0643619032	0.025096171299999998	0.0805767304	-0.037603975899999996	0.0068854111	-0.0336353773	0.011768642900000001	-0.026218926	0.060765136	0.060486641900000006	0.0600234302	0.059376915499999995	0.058549072	0.057542428	0.0563600576	0.055005571600000004	0.0534831063	-0.0218067	0.266773	0.244531	-0.000531347	0.000451927	-0.000305116
