onset	duration	trial_type	response_time
31.122	9.6	low	6.085
41.921	9.6	n/a	5.659
52.719	9.6	n/a	5.752
64.717	9.6	low	5.47799999999999
76.715	9.6	low	5.271
89.913	9.6	n/a	5.20100000000001
101.928	9.6	low	5.56
112.726	9.6	low	5.312
125.924	9.6	low	5.261
139.122	9.6	low	5.19199999999998
152.32	9.6	low	6.071
164.318	9.6	high	5.39399999999998
175.116	9.6	n/a	5.65199999999999
185.914	9.6	n/a	5.49100000000001
199.112	9.6	n/a	5.31300000000002
209.927	9.6	low	5.13200000000001
221.925	9.6	low	5.57599999999999
235.123	9.6	high	5.04400000000001
277.117	9.6	low	5.34100000000001
287.915	9.6	low	5.05799999999999
301.113	9.6	n/a	5.18700000000001
311.928	9.6	low	5.38600000000002
323.926	9.6	high	5.64699999999999
335.924	9.6	low	5.161
346.722	9.6	low	5.03200000000004
359.92	9.6	low	5.96499999999997
373.118	9.6	n/a	5.87200000000001
385.116	9.6	high	5.21100000000001
395.915	9.6	n/a	5.63399999999996
409.113	9.6	n/a	5.27499999999998
421.127	9.6	low	5.83199999999999
431.926	9.6	low	5.40199999999999
443.924	9.6	n/a	5.96800000000002
457.122	9.6	low	5.654
467.92	9.6	n/a	5.745
479.918	9.6	low	5.26099999999997
523.128	9.6	low	5.10899999999992
536.326	9.6	low	5.23199999999997
549.524	9.6	n/a	5.471
561.522	9.6	high	5.50599999999997
574.72	9.6	n/a	5.40599999999995
585.518	9.6	low	5.78099999999995
596.316	9.6	n/a	5.90999999999997
608.314	9.6	low	5.19299999999998
619.113	9.6	low	5.28599999999994
631.128	9.6	n/a	5.40199999999993
643.126	9.6	low	5.17399999999998
653.924	9.6	low	5.33900000000006
667.122	9.6	n/a	5.38200000000006
677.92	9.6	low	5.6450000000001
689.918	9.6	low	5.37800000000004
703.116	9.6	n/a	5.22199999999998
716.314	9.6	low	5.59500000000003
728.312	9.6	low	5.22699999999998
