onset	duration	trial_type	response_time
30.827	11.2	n/a	9.998
44.025	11.2	n/a	9.625
56.023	11.2	low	9.481
70.421	11.2	n/a	9.654
82.419	11.2	n/a	9.52
96.816	11.2	n/a	9.738
110.014	11.2	high	9.66800000000001
124.412	11.2	low	9.964
136.427	11.2	n/a	9.875
149.625	11.2	n/a	9.79499999999999
164.022	11.2	n/a	9.898
177.22	11.2	n/a	9.76500000000001
189.218	11.2	n/a	10.194
201.217	11.2	n/a	9.797
215.614	11.2	n/a	9.584
258.824	11.2	n/a	9.53699999999998
273.222	11.2	n/a	9.767
287.62	11.2	n/a	9.78800000000001
299.618	11.2	n/a	9.70400000000001
314.015	11.2	high	9.81700000000001
327.213	11.2	n/a	9.57299999999998
339.211	11.2	n/a	9.65499999999997
352.426	11.2	n/a	9.59000000000003
364.424	11.2	low	9.459
378.822	11.2	n/a	9.75900000000001
393.22	11.2	n/a	9.66999999999996
405.218	11.2	n/a	9.60899999999998
418.416	11.2	low	9.55200000000002
431.614	11.2	n/a	9.803
443.612	11.2	n/a	9.87399999999997
486.821	11.2	n/a	9.72199999999998
501.219	11.2	n/a	9.666
513.217	11.2	n/a	9.78100000000006
527.615	11.2	n/a	10.015
542.013	11.2	n/a	9.57999999999993
554.011	11.2	n/a	9.64999999999998
567.225	11.2	n/a	9.68200000000002
581.623	11.2	n/a	9.94899999999996
593.621	11.2	low	9.63700000000006
606.819	11.2	n/a	9.48900000000003
618.817	11.2	high	10.385
633.215	11.2	n/a	10.015
646.413	11.2	n/a	9.71199999999999
659.611	11.2	n/a	9.98400000000004
672.825	11.2	low	9.76900000000001
