onset	duration	trial_type	response_time
31.121	9.6	low	5.328
41.92	9.6	n/a	5.177
52.719	9.6	low	5.751
64.718	9.6	low	5.05499999999999
75.517	9.6	low	5.137
88.716	9.6	high	5.319
101.915	9.6	low	5.146
115.114	9.6	n/a	5.133
127.113	9.6	low	5.155
139.113	9.6	low	5.42400000000001
149.912	9.6	low	5.238
163.111	9.6	n/a	5.74100000000001
175.123	9.6	low	5.203
188.322	9.6	low	5.005
199.121	9.6	n/a	5.71699999999998
209.92	9.6	low	5.28800000000001
223.119	9.6	n/a	5.215
235.119	9.6	n/a	5.83000000000001
277.115	9.6	low	5.16499999999996
287.915	9.6	n/a	5.51499999999999
301.114	9.6	low	5.21700000000004
311.913	9.6	low	5.95799999999997
325.112	9.6	low	5.19899999999996
337.111	9.6	low	5.50800000000004
347.923	9.6	low	5.00400000000002
359.922	9.6	low	5.23599999999999
373.121	9.6	n/a	5.44600000000003
385.121	9.6	low	6.03800000000001
398.32	9.6	high	5.428
411.518	9.6	high	5.28800000000001
422.318	9.6	n/a	5.26300000000003
435.517	9.6	low	5.14999999999998
446.316	9.6	n/a	5.57500000000005
458.315	9.6	n/a	5.39699999999999
470.314	9.6	n/a	5.26900000000001
481.113	9.6	low	5.30000000000001
523.123	9.6	high	5.11500000000001
536.322	9.6	low	5.73299999999995
547.122	9.6	n/a	6.351
557.921	9.6	n/a	5.10799999999995
571.12	9.6	n/a	5.42399999999998
581.919	9.6	low	5.14700000000005
593.918	9.6	low	5.096
607.117	9.6	high	6.11000000000001
619.116	9.6	n/a	5.59000000000003
631.115	9.6	low	5.16599999999994
641.914	9.6	low	5.33799999999997
653.913	9.6	n/a	5.20799999999997
665.912	9.6	n/a	5.59499999999991
679.111	9.6	low	5.62300000000005
689.911	9.6	low	5.54300000000001
700.723	9.6	low	5.24200000000008
712.722	9.6	low	5.24099999999999
725.921	9.6	low	5.28399999999999
