onset	duration	trial_type	response_time
31.108	9.6	low	5.301
43.108	9.6	low	5.23
55.107	9.6	low	5.114
65.906	9.6	n/a	5.53699999999999
79.105	9.6	low	5.292
91.104	9.6	low	5.535
104.303	9.6	high	5.21600000000001
115.102	9.6	n/a	5.48699999999999
128.301	9.6	low	5.708
139.114	9.6	n/a	5.256
149.913	9.6	low	5.31699999999998
160.712	9.6	n/a	5.28800000000001
173.911	9.6	low	5.19399999999999
185.91	9.6	n/a	5.297
197.909	9.6	high	5.542
211.108	9.6	n/a	5.18000000000001
223.107	9.6	low	5.09800000000001
233.906	9.6	low	5.38999999999999
277.103	9.6	low	5.11099999999999
289.102	9.6	low	5.15300000000002
299.901	9.6	low	5.54199999999997
310.714	9.6	n/a	5.50999999999999
322.713	9.6	high	5.69599999999997
333.512	9.6	low	5.14400000000001
345.511	9.6	low	5.83799999999997
358.71	9.6	low	5.43100000000004
371.909	9.6	low	5.36000000000001
385.108	9.6	high	5.12900000000002
395.907	9.6	n/a	5.56400000000002
409.106	9.6	n/a	5.262
421.105	9.6	n/a	5.23899999999998
431.905	9.6	n/a	5.35700000000003
445.104	9.6	low	5.48000000000002
458.303	9.6	low	5.52800000000002
470.302	9.6	n/a	5.59399999999999
481.101	9.6	low	5.20999999999998
523.111	9.6	n/a	5.60199999999998
533.91	9.6	low	5.43700000000001
544.709	9.6	low	5.06200000000001
557.908	9.6	low	5.49799999999993
569.907	9.6	n/a	6.08600000000001
580.707	9.6	low	5.62199999999996
593.906	9.6	low	5.18700000000001
607.105	9.6	n/a	5.24199999999996
619.104	9.6	n/a	5.26999999999998
631.103	9.6	low	5.20400000000006
644.302	9.6	low	5.43600000000004
656.301	9.6	low	5.20299999999997
669.513	9.6	low	5.63499999999999
681.512	9.6	high	5.4620000000001
694.711	9.6	low	5.20500000000004
705.511	9.6	n/a	5.178
716.31	9.6	low	5.33800000000008
727.109	9.6	n/a	5.35500000000002
