onset	duration	trial_type	response_time
31.113	9.6	low	5.497
43.128	9.6	low	6.175
56.326	9.6	n/a	5.358
67.124	9.6	low	5.77900000000001
77.922	9.6	high	5.38300000000001
88.721	9.6	low	5.502
101.919	9.6	low	5.36
113.917	9.6	n/a	6.253
125.915	9.6	n/a	6.71399999999998
139.113	9.6	low	5.43700000000001
151.128	9.6	low	5.49700000000001
164.325	9.6	low	5.43200000000002
177.523	9.6	n/a	5.50700000000001
188.322	9.6	n/a	5.73699999999999
199.12	9.6	low	6.36699999999999
211.118	9.6	high	5.464
223.116	9.6	low	5.87799999999999
236.314	9.6	n/a	5.54500000000002
277.124	9.6	low	5.714
290.322	9.6	low	6.02800000000002
302.32	9.6	low	5.38200000000001
313.119	9.6	n/a	7.01999999999998
326.317	9.6	low	5.84399999999999
339.515	9.6	n/a	6.65300000000002
350.313	9.6	n/a	5.76600000000002
362.328	9.6	low	5.67900000000003
374.326	9.6	low	5.38099999999997
385.124	9.6	n/a	5.58599999999996
397.122	9.6	high	5.41899999999998
407.921	9.6	low	5.596
418.719	9.6	low	n/a
431.917	9.6	high	5.53000000000003
443.915	9.6	n/a	5.50199999999995
457.113	9.6	low	5.48200000000003
467.928	9.6	low	5.70499999999998
479.926	9.6	n/a	5.25200000000001
523.119	9.6	low	5.976
533.917	9.6	low	5.50900000000001
545.916	9.6	low	5.28099999999995
557.914	9.6	low	5.44299999999998
568.712	9.6	n/a	5.25099999999998
580.727	9.6	n/a	5.995
591.525	9.6	n/a	5.5
604.723	9.6	low	5.24900000000002
617.921	9.6	low	5.51599999999996
631.119	9.6	low	6.06099999999992
644.317	9.6	low	5.39599999999996
656.315	9.6	high	5.78099999999995
667.113	9.6	n/a	5.90699999999993
677.928	9.6	n/a	5.88499999999999
691.126	9.6	low	5.32600000000002
703.124	9.6	low	6.58799999999997
715.122	9.6	low	5.71199999999999
728.32	9.6	n/a	5.95399999999995
