onset	duration	trial_type	response_time
31.12	9.6	n/a	5.962
44.318	9.6	low	5.657
56.316	9.6	low	5.955
69.514	9.6	low	5.342
81.512	9.6	high	5.79300000000001
92.311	9.6	n/a	5.38499999999999
103.109	9.6	low	6.60600000000001
115.124	9.6	n/a	6.14800000000001
125.922	9.6	low	5.08699999999999
139.12	9.6	low	5.80199999999999
151.118	9.6	low	5.35500000000002
164.316	9.6	low	5.976
175.114	9.6	low	5.29300000000001
185.912	9.6	n/a	6.054
199.11	9.6	low	5.35999999999999
212.325	9.6	low	5.95700000000002
224.323	9.6	n/a	5.70999999999998
235.121	9.6	n/a	5.53199999999998
277.115	9.6	high	5.767
287.913	9.6	n/a	5.68799999999999
301.111	9.6	low	5.565
313.109	9.6	low	5.29900000000004
323.924	9.6	low	5.58700000000005
334.722	9.6	n/a	5.46200000000005
347.92	9.6	low	5.18199999999996
361.118	9.6	low	6.22800000000001
373.116	9.6	low	5.21700000000004
385.115	9.6	n/a	6.02299999999997
398.312	9.6	n/a	6.01400000000001
409.111	9.6	low	5.36000000000001
422.309	9.6	n/a	5.65699999999998
433.124	9.6	n/a	5.233
443.922	9.6	low	5.40999999999997
457.12	9.6	low	5.73700000000002
469.118	9.6	high	6.38999999999999
481.116	9.6	low	5.44200000000001
523.11	9.6	n/a	6.66399999999999
535.124	9.6	low	5.93599999999992
547.122	9.6	low	6.20600000000002
557.921	9.6	n/a	5.86199999999997
568.719	9.6	high	5.41499999999996
580.717	9.6	n/a	6.45500000000004
591.515	9.6	low	5.25200000000007
604.713	9.6	low	5.86700000000008
617.911	9.6	n/a	5.98200000000008
631.109	9.6	low	6.06399999999996
641.924	9.6	n/a	5.779
653.922	9.6	low	5.58999999999992
667.12	9.6	low	5.35599999999999
679.118	9.6	low	6.274
691.116	9.6	high	5.399
704.314	9.6	n/a	5.21699999999998
717.512	9.6	low	5.97800000000007
728.311	9.6	low	5.74699999999996
