onset	duration	trial_type	response_time
30.811	11.2	n/a	9.801
45.209	11.2	n/a	9.53599999999999
59.607	11.2	low	9.771
71.605	11.2	n/a	9.68599999999999
83.62	11.2	n/a	9.839
98.017	11.2	n/a	9.441
112.415	11.2	high	10.2
124.413	11.2	low	9.70100000000001
138.811	11.2	n/a	10.014
152.009	11.2	n/a	9.60600000000002
165.207	11.2	n/a	9.565
178.405	11.2	n/a	9.999
190.42	11.2	n/a	9.57100000000003
203.618	11.2	n/a	9.49100000000001
215.616	11.2	n/a	9.57799999999997
258.809	11.2	n/a	9.63999999999999
273.207	11.2	n/a	10.076
286.405	11.2	n/a	9.65900000000005
298.419	11.2	n/a	9.43400000000003
312.817	11.2	high	10.013
326.015	11.2	n/a	9.58000000000004
338.013	11.2	n/a	9.548
352.411	11.2	n/a	9.904
364.409	11.2	low	9.74000000000001
378.807	11.2	n/a	9.99699999999996
393.204	11.2	n/a	9.596
406.419	11.2	n/a	9.85700000000003
418.417	11.2	low	9.72200000000004
431.615	11.2	n/a	9.76499999999999
444.813	11.2	n/a	9.49900000000002
486.806	11.2	n/a	9.85500000000002
500.004	11.2	n/a	9.78699999999998
513.219	11.2	n/a	9.80199999999991
527.617	11.2	n/a	10.1080000000001
542.014	11.2	n/a	9.66399999999999
554.012	11.2	n/a	9.97600000000011
568.41	11.2	n/a	9.45600000000002
581.608	11.2	n/a	9.77800000000002
594.806	11.2	low	9.82799999999997
609.204	11.2	n/a	9.65000000000009
621.219	11.2	high	10.0609999999999
633.217	11.2	n/a	9.64200000000005
647.614	11.2	n/a	9.54699999999991
659.613	11.2	n/a	9.70399999999995
672.811	11.2	low	9.822
