onset	duration	trial_type	response_time
30.819	11.2	n/a	9.96
44.017	11.2	n/a	9.781
58.414	11.2	n/a	9.494
70.412	11.2	n/a	10.261
82.427	11.2	n/a	9.64699999999999
94.425	11.2	n/a	9.952
106.423	11.2	low	9.601
120.821	11.2	n/a	9.84100000000001
135.219	11.2	low	9.56900000000002
149.616	11.2	n/a	10.07
162.814	11.2	n/a	9.88900000000001
176.012	11.2	n/a	9.83099999999999
190.427	11.2	n/a	9.65300000000002
202.425	11.2	n/a	9.85599999999999
215.622	11.2	high	10.35
258.816	11.2	n/a	9.536
272.013	11.2	n/a	9.42200000000003
284.012	11.2	n/a	10.125
298.426	11.2	n/a	9.57499999999999
310.424	11.2	n/a	10.121
323.622	11.2	n/a	9.79499999999996
338.02	11.2	n/a	9.76900000000001
350.018	11.2	n/a	9.68400000000003
362.016	11.2	n/a	9.51599999999996
374.014	11.2	high	9.84300000000002
387.212	11.2	low	9.56700000000001
401.626	11.2	n/a	9.65600000000001
416.024	11.2	n/a	9.673
429.222	11.2	n/a	10.258
443.619	11.2	low	9.58399999999995
486.812	11.2	low	9.59499999999997
500.027	11.2	n/a	9.72399999999999
514.425	11.2	n/a	9.84800000000007
526.423	11.2	high	9.89999999999998
538.421	11.2	n/a	9.51199999999994
551.619	11.2	n/a	9.81099999999992
564.817	11.2	n/a	9.69499999999994
576.815	11.2	low	9.50999999999999
590.013	11.2	n/a	9.69299999999998
604.427	11.2	n/a	9.71500000000003
616.425	11.2	n/a	9.61900000000003
630.823	11.2	n/a	9.69299999999998
644.021	11.2	n/a	9.71000000000004
658.418	11.2	n/a	9.60500000000002
672.816	11.2	n/a	9.51599999999996
