csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3349.455738472161	2992.22435942684	3941.218656138235	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00309978	0.016613	0.0964413	0.0	-0.0	0.000427076
3277.91195364762	2989.169741955164	3917.3447309501726	1.449575	39.568581	0.064903777	0.0142731054	0.0453392503	0.058874978099999996	-0.025134470899999997	0.1025642347	-0.0360932025	-0.0318648998	-0.048380063	0.0178542774	-0.0691870894	0.06265397860000001	-0.1128758018	0.0573066349	0.057306063	0.057305109900000005	0.0573037755	0.0573020599	0.0572999631	0.0572974851	0.0572946259	0.0572913855	0.057287764000000005	0.0	0.000358753	0.0526971	0.114913	0.0	-0.0	0.000579215
3268.4142831392573	2989.5906739067773	3914.473820138857	1.364054	37.234142	0.129453809	0.013159219299999999	0.0268355537	0.0399094692	0.0208646571	-0.0030158143	0.007418467	-0.0232248331	-0.0396181568	0.016826928	-0.0587714812	-0.0755238912	-0.047833307699999994	0.057305109900000005	0.0572999631	0.0572913855	0.0572793776	0.0572639401	0.0572450739	0.057222780099999995	0.057197060099999995	0.0571679155	0.0571353479	0.0	0.000483612	0.0793178	0.179451	-0.000631155	7.713719999999999e-23	0.000711465
3259.4814100857325	2988.753090946536	3908.6776205128963	1.122968	30.653282	0.10297630999999999	0.0157614109	0.031343323199999995	0.054185388099999995	-0.0098103267	-0.027641492900000002	-0.0046637504	-0.0243331244	-0.0324265638	0.016850886699999998	-0.0367861763	-0.0391147523	0.053666124	0.0573020599	0.057287764000000005	0.0572639401	0.0572305921	0.057187725700000004	0.0571353479	0.0570734675	0.05700209480000001	0.0569212416	0.0568309213	0.0	0.000323922	0.018116	0.177077	-2.96566e-05	-0.0	0.000528147
3249.5523567304485	2985.631130948668	3902.2060552515013	0.969793	26.472132	0.03373558000000001	0.009179637	0.0391110187	0.0532396263	-0.0275245943	0.0276298152	-0.0046328539	-0.0175156301	-0.0385270879	0.0313378761	-0.0596960136	0.0175426494	-0.032741039	0.0572974851	0.0572694669	0.057222780099999995	0.0571574399	0.0570734675	0.0569708904	0.056849742	0.056710061799999996	0.0565518953	0.0563752941	0.0	0.000360722	0.0146778	0.167194	0.000312725	-0.0	0.000593317
3244.2160408536865	2984.181043838219	3892.4937692037206	0.983461	26.845215	0.047334784	0.0047231252	0.0337723125	0.0561997426	-0.0010484177	-0.0140775702	-0.027113862599999997	-0.0152329829	-0.0431704924	0.0145480525	-0.0530523308	-0.0850591326	0.069195957	0.0572913855	0.0572450739	0.0571679155	0.057059952000000004	0.0569212416	0.05675185889999999	0.0565518953	0.056321458600000006	0.0560606728	0.055769678499999996	0.0	0.000485256	0.0464672	0.169244	0.000162374	-0.0	0.000710383
3234.2628279114565	2982.6207224458985	3886.0625523370477	1.130944	30.870998	0.17186156499999997	0.0009761899	0.052126430999999994	0.04832185	-0.049245823	0.1014589964	0.011090589	-0.010533346399999999	-0.0510435736	0.0133041561	-0.09165703800000001	0.0843077295	0.015137533600000001	0.0572837613	0.0572145874	0.0570993594	0.05693817	0.0567311491	0.0564784632	0.056180315700000004	0.0558369467	0.0554486325	0.055015685700000004	0.0	0.000636321	0.1382	0.206215	-0.000437335	-0.000105105	0.000865703
3227.118166951752	2983.9522603659852	3882.861528325689	1.123483	30.667358	0.14636863899999997	0.0089128019	0.010790539299999999	0.0085857528	0.0135583878	0.0490789613	-0.04491432099999999	-0.0120593582	-0.0314977268	0.0035530725	-0.038736276	-0.0682209826	-0.007677735600000001	0.0572746128	0.0571780108	0.0570171282	0.0567921458	0.056503316500000005	0.0561509651	0.055735487699999996	0.055257351399999995	0.054717093700000004	0.054115321900000006	0.0	0.00582118	0.06284	0.25803	-0.000264359	-8.59894e-05	0.0009537870000000002
3223.4200052898864	2985.525671564741	3888.470359091032	1.057273	28.860043	0.11806373	0.0072552959	0.0139174921	-0.0097657345	-0.0276591373	0.0902478243	-0.0054259627	-0.007643795	-0.0071584301	-0.0093929618	-0.0138124973	0.0619100643	0.0425619299	0.0572639401	0.0571353479	0.0569212416	0.056621941399999993	0.056237895499999996	0.055769678499999996	0.0552179913	0.0545836595	0.053867632699999994	0.05307098230000001	0.0	0.007796789999999999	0.0208034	0.304699	0.000175469	-2.6444199999999997e-23	0.00097562
3227.4398921179218	2980.4001479239205	3891.5601184637103	0.958382	26.160641	0.030600199999999977	0.0042650676	0.0093494545	-0.0106448102	-0.0141347707	0.044661610899999996	-0.022465321099999998	-0.0045759419	-0.014203416799999998	-0.0008290656	0.0036256126	0.0178903038	-0.0208500273	0.057251743499999994	0.0570866034	0.0568117225	0.0564276295	0.0559350625	0.0553349685	0.054628501100000004	0.0538170184	0.0529020803	0.051885445700000005	0.0	0.00618834	0.0115288	0.292899	0.000224271	0.000104803	0.000970882
