csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3324.6875461920354	2958.7240789055536	3810.5562828179945	n/a	n/a	n/a	0.014861399099999999	-0.039034983599999996	0.0083421985	-0.001151911	0.0027492595	-0.0524794949	-0.0560249284	0.012771682900000001	-0.0332872695	0.024430615	-0.0037971645	0.0443178049	0.0608578045	0.060857032	0.0608557447	0.060853942300000005	0.0608516251	0.060848793	0.060845446	0.0608415841	0.0608372074	-0.0227415	0.149672	0.296903	0.000211398	-0.0007209449999999999	0.000389643
3264.765081974863	2956.546009507077	3782.833446436916	1.140111	36.629814	0.04008915000000001	0.0052980095999999996	-0.0590017228	-0.050178544699999994	0.06948432639999999	-0.026817539100000003	-0.033147772	-0.0394414897	-0.0012211846000000001	-0.004509507	-0.0079912389	-0.0270514043	-0.0205119345	0.0608557447	0.060848793	0.0608372074	0.0608209889	0.060800138600000005	0.0607746581	0.06074454940000001	0.060709814800000005	0.0606704569	-0.0291739	0.147716	0.311901	0.000102472	-0.000882981	0.000452736
3233.364885553685	2957.0187432486828	3777.7785758977648	0.922626	29.642374	0.05281440000000003	-0.0029199136	-0.0579927207	0.0384454153	0.09057254460000001	0.02422848	-0.08899698689999999	-0.015260751599999999	0.0054166095	-0.026886724900000002	-0.0092684933	-0.0285761746	0.0699078667	0.0608516251	0.060832315899999996	0.060800138600000005	0.060755099699999995	0.060697209	0.060626478600000006	0.060542923600000007	0.0604465615	0.060337412800000004	-0.0224112	0.165695	0.331225	0.000164957	-0.000882981	0.000565225
3243.834964628137	2957.460844094538	3790.749162052241	0.989574	31.793312	0.1652019	-0.0021279371	-0.016665507	0.023537554300000003	-0.057322279299999994	0.022476806600000003	-0.032645271499999996	-0.0056755625	0.0014188570000000001	-0.0141472386	0.0452418217	0.055666271399999995	-0.0004350667	0.060845446	0.060807603200000004	0.06074454940000001	0.0606563107	0.060542923600000007	0.060404435199999995	0.0602409029	0.06005239440000001	0.0598389881	-0.0224063	0.241898	0.394979	-0.000311908	-0.000882981	0.00053729
3246.3528587751084	2958.542553536097	3797.9690543121974	0.939126	30.172499	0.08952059999999998	0.0088729458	0.0180294711	-0.0056861894	0.0069508586	-0.0199963651	0.0677802185	-0.0027308265999999998	-0.011387021899999999	-0.011773861399999998	-0.0010957508	-0.012707783500000002	-0.0614097158	0.0608372074	0.0607746581	0.0606704569	0.060524675099999994	0.060337412800000004	0.0601087982	0.0598389881	0.059528167300000004	0.0591765488	-0.0252556	0.226017	0.435739	-0.000152036	-0.00109925	0.000312825
3238.4194514517053	2957.539815856477	3795.39480414524	0.90048	28.930882	0.107899545	0.0042230647	0.0215356328	0.0188568598	-0.0072231239000000004	0.0189282705	0.0049149852	-0.0017281506	0.00042765980000000005	-0.0090090429	0.0224419555	0.0048132896	0.0198083496	0.0608269097	0.0607334851	0.0605778835	0.0603602644	0.0600808505	0.0597399279	0.0593378457	0.0588750154	0.058351910800000004	-0.022566	0.150341	0.448774	-9.35881e-05	-0.00124766	0.000435946
3233.201103118105	2958.0963004051396	3786.214338825926	0.885084	28.436213	0.058842455000000016	0.011789052	0.0084599201	-0.0152892678	-0.00040359669999999996	-0.0172569816	0.012954823	-0.0046047716	-0.0110307874	0.002206411	-0.012902599399999999	0.0070207883	-0.0085906872	0.0608145533	0.0606840897	0.0604668575	0.0601631675	0.059773453899999995	0.0592982738	0.0587383067	0.0580943533	0.057367334299999996	-0.0280321	0.157038	0.432993	0.000351645	-0.00115468	0.0005157
3234.884828283867	2956.1477035172966	3772.30926317444	0.8313629999999999	26.71026	0.045399749999999996	0.0098033405	-0.0241643477	-0.0136875273	0.0016425457	0.0037836636	-0.0151435028	-0.0065894432	-0.011928813100000001	0.0038538307	-0.0037559408	0.0119743399	0.0104775179	0.060800138600000005	0.060626478600000006	0.060337412800000004	0.0599334912	0.059415482900000004	0.0587843738	0.0580413653	0.0571878717	0.0562255178	-0.0222262	0.166658	0.412633	0.000366903	-0.00121232	0.000635079
3216.6421251209385	2954.8162302096057	3766.4307944995935	0.8108619999999999	26.051596	0.04372289999999997	0.016000921499999998	-0.0237600732	-0.0076216637	0.060622900800000004	0.024096532900000002	0.0082522358	0.0052452490000000004	-0.0148257028	-0.0009659174000000001	-0.0169648199	-0.012537695500000001	-0.0273251389	0.0607836659	0.06056065980000001	0.0601895887	0.059671359900000005	0.059007240499999995	0.0581988541	0.0572481771	0.056157534	0.0549295911	-0.0222006	0.190877	0.418746	0.000534293	-0.00130909	0.000638225
3220.440547546084	2951.465962892349	3770.296031560078	0.7945609999999999	25.527878	0.02258005	0.0090979565	-0.0238514803	0.0355404919	0.060520232400000006	0.034060186400000005	-0.0360857885	0.0041573002	0.0005139889	-0.013136706699999999	-0.0131635584	-0.0026231138	0.042692373	0.060765136	0.060486641900000006	0.0600234302	0.059376915499999995	0.058549072	0.057542428	0.0563600576	0.055005571600000004	0.0534831063	-0.0221122	0.207431	0.419697	0.000579285	-0.00131291	0.000689146
3224.6803740671166	2951.827133351217	3776.221711893526	0.8619989999999998	27.694561	0.1577173	0.0053798069999999995	-0.015340205800000001	0.03519453	-0.0347665252	0.0515216182	-0.0062873352	0.008811785	-0.0001646055	-0.012847461200000002	0.0351147121	0.049825776399999994	-0.0046916675	0.06074454940000001	0.060404435199999995	0.0598389881	0.0590503174	0.0580413653	0.056815895400000004	0.05537847940000001	0.0537344793	0.0518900279	-0.0218601	0.292039	0.45781	0.000316066	-0.00167784	0.000755881
3229.732983964713	2954.128517782721	3782.083218776917	0.822127	26.413521	0.08093705000000001	0.0168415968	0.00909998	0.0146735306	0.0021664839999999998	0.0357127749	0.08091378769999999	0.006013944300000001	0.0041690907	-0.011937958	0.0144193853	-0.0071183233	-0.0946331607	0.060721906799999996	0.060314050599999995	0.0596363184	0.0586917426	0.0574845497	0.056020141399999994	0.05430507019999999	0.0523470101	0.0501547226	-0.0176367	0.292051	0.498361	0.000549593	-0.00204502	0.000633575
3230.405326510769	2956.4256715841216	3788.060227290034	0.8486949999999999	27.267107	0.17231320000000003	0.0012931534	0.02088452	0.0657761703	0.030606414199999998	0.0438927416	0.054572629500000004	0.014223535	0.006938654	-0.0222923012	0.003751444	-0.0481064103	-0.0036872398	0.060697209	0.0602155005	0.059415482900000004	0.0583013851	0.056879096500000004	0.0551561354	0.053141609900000004	0.050846169000000004	0.0482819467	-0.0139855	0.181275	0.514874	0.000711996	-0.00152962	0.000783232
3243.731557405674	2954.83307438502	3793.243523101976	0.811739	26.079763	0.07109463000000006	0.0045007351	0.0219220784	0.043575346200000004	-0.0484509019	0.0429100553	0.0214855448	0.006974344499999999	0.0053072912	-0.0082657666	0.0376408441	0.0156144431	0.0272155291	0.0606704569	0.0601087982	0.0591765488	0.057879456399999994	0.0562255178	0.05422493019999999	0.0518900279	0.049235206399999995	0.0462768334	-0.00774737	0.199079	0.492659	0.000984467	-0.00132322	0.0007653529999999998
3247.579271041527	2954.541787667868	3789.0488526651948	0.79319	25.483839	0.06351633000000009	0.0139240038	0.032497737799999996	-0.014364538400000001	-0.0324966833	0.0023869189000000003	0.0531399254	0.0018783547	-0.0084184867	0.0047341062	0.011250478400000001	0.0127891094	-0.05275785559999999	0.0606416512	0.059993958099999994	0.0589195891	0.0574261849	0.055524366799999995	0.0532276603	0.0505523997	0.047517611200000004	0.0441448784	-0.0124389	0.19229	0.452213	0.000930707	-0.00141507	0.000851539
3233.8493216589195	2949.850488952685	3782.481933537879	0.802562	25.784946	0.042685349999999955	0.0113620593	-0.0042027765	0.0194011594	0.0217808216	0.007896247700000001	0.006350832	0.0083152439	-0.0039930476	-0.0142761004	-0.0207780558	-0.006450317099999999	0.0297716035	0.0606107931	0.0598709958	0.058644681799999994	0.0569418162	0.0547762366	0.052165540700000006	0.049130943200000006	0.045697103600000004	0.0418919254	-0.0118192	0.211671	0.439186	0.0009614440000000002	-0.00148127	0.0009477550000000002
3235.347878784457	2951.81506822092	3779.4193769641615	0.948953	30.488243	0.11034454999999994	0.0094300188	0.0034215934000000003	0.0298478625	-0.0692812274	0.0672918158	0.0088250462	0.0101372013	0.0008178552	-0.0092567215	0.0595470446	0.061803962999999996	-0.014362508700000002	0.0605778835	0.0597399279	0.058351910800000004	0.0564266125	0.05398176019999999	0.0510398654	0.047628015700000005	0.0437776261	0.0395241496	-0.0173644	0.252609	0.479421	0.000600742	-0.0014329	0.0008842999999999998
3227.6384987097213	2951.6776510875466	3779.8638417345924	1.07177	34.434116	0.18083670000000002	0.0186940351	0.0028485640999999996	-0.0084555719	0.0186136796	0.0293680305	0.0787000734	0.0215090636	-0.0009293116	0.0107018519	-0.007414138000000001	-0.0214788185	-0.0852403752	0.060542923600000007	0.0596007722	0.0580413653	0.0558808527	0.053141609900000004	0.049852005899999996	0.0460461093	0.0417633361	0.0370480408	0.0004823	0.255798	0.554373	-0.000528908	-0.00174914	0.00113539
