csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	cosine09	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
3284.145727903161	2928.881311638288	3861.356118685595	n/a	n/a	n/a	-0.06853852889999999	0.0243283444	-0.0525258525	0.0091606009	-0.1542550859	0.0637657113	-0.02608158	0.076509037	-0.1507523472	0.135430249	-0.0214703165	0.09845358929999999	0.0577348291	0.0577342355	0.0577332462	0.0577318613	0.0577300806	0.057727904299999994	0.0577253323	0.0577223647	0.0577190014	0.0577152426	0.00341786	0.0595912	0.236694	0.000492759	-0.0	0.000213056
3223.499263877531	2926.146602488641	3836.631501435112	1.907952	51.84219	0.06678689000000002	-0.0696174492	0.0362918891	-0.052060817	-0.0573051188	-0.0664199461	0.0391174973	-0.0205611428	0.0810306744	-0.09436031939999999	0.0348985962	0.0045116390000000004	0.0040077854999999996	0.0577332462	0.057727904299999994	0.0577190014	0.057706538200000004	0.0576905153	0.0576709338	0.0576477949	0.0576211	0.0575908508	0.0575570491	0.0116327	0.0746489	0.263891	0.000716873	-0.0	0.000315289
3195.080016032821	2930.446413779779	3826.581842023599	1.25114	33.99551	0.11281219999999997	-0.0699401738	0.0209339754	-0.065679262	-0.0826045426	-0.11369213730000001	0.0526329029	-0.0203054917	0.0585266609	-0.094691571	-0.0019745344	0.0124719867	0.0834796032	0.0577300806	0.0577152426	0.0576905153	0.057655903099999996	0.0576114118	0.0575570491	0.057492824299999995	0.0574187484	0.0573348341	0.0572410958	0.0325255	0.0621401	0.263483	0.00100932	0.000864237	0.000738657
3192.1859765719105	2934.2907542927496	3831.994591937302	1.121345	30.468784	0.11816240000000003	-0.08254472110000001	0.029721769199999998	-0.0509081123	-0.0769290326	-0.11827429710000001	0.0370055924	-0.0234027627	0.0626482459	-0.0788040897	-0.0013847095000000002	0.029311768399999997	0.0221583452	0.0577253323	0.0576962517	0.0576477949	0.0575799782	0.057492824299999995	0.0573863625	0.0572606286	0.05711566480000001	0.056951519699999995	0.0567682486	0.0490004	0.07027	0.219502	0.00165886	0.0011095	0.000835386
3190.2978492139446	2930.66919216543	3840.8887796877534	1.149251	31.227043	0.1590196	-0.0541927396	0.0338471416	-0.0625781138	-0.027315352799999998	-0.08541149949999999	0.035839895	-0.0172811613	0.058169154199999996	-0.0686146964	0.022582497400000002	0.0150374274	0.0355813011	0.0577190014	0.0576709338	0.0575908508	0.057478796799999995	0.0573348341	0.0571590425	0.056951519699999995	0.0567123809	0.056441758700000004	0.056139803499999995	0.0333484	0.140822	0.264147	0.00196963	0.000920808	0.000899336
3191.4880023489845	2929.3289986920568	3842.6063457613673	1.091641	29.661671	0.044382099999999966	-0.0634262195	0.030985071099999997	-0.048081698099999994	0.0262976384	-0.09358572949999999	0.047529679000000005	-0.020585863200000002	0.0568076907	-0.0609114226	0.0377261721	-0.0048029047	-0.0337726493	0.057711088099999995	0.0576392917	0.057519697	0.0573524034	0.0571375495	0.056875313499999997	0.0565659128	0.0562096042	0.0558066829	0.0553574832	0.0327841	0.125696	0.272001	0.00165013	0.000920808	0.000996592
3190.056908072868	2929.3795519336713	3828.119822730379	0.962323	26.147886	0.059426000000000014	-0.0681134875	0.031609563199999996	-0.0455533874	0.0164720903	-0.0912318549	0.0934953205	-0.018211648799999997	0.0585114037	-0.08041420349999999	0.0227951842	0.0017941151	0.0074008943	0.0577015927	0.0576013287	0.0574343511	0.057200853200000006	0.056901105599999995	0.0565354553	0.0561043259	0.0556082167	0.05504770230000001	0.054423431900000006	0.0342891	0.103516	0.24672	0.00167829	0.00105449	0.00104395
3181.3959321036527	2927.584215417895	3815.250281336442	1.004082	27.282547	0.03390939999999999	-0.0643960303	0.0323638887	-0.0543812034	-0.0596767741	-0.1110290206	0.0596524155	-0.0151442639	0.0686382364	-0.0678453377	-0.009250531	-0.038564468	0.0391990471	0.0576905153	0.0575570491	0.0573348341	0.0570242129	0.0566256646	0.056139803499999995	0.05556737900000001	0.0549092736	0.054166502000000005	0.053340209699999995	0.0398775	0.105742	0.236625	0.00175584	0.00106063	0.00128026
3180.0654702243505	2927.071063145245	3815.4463060383173	1.086887	29.532492	0.1179981	-0.0488913595	0.0365756908	-0.055903987300000006	-0.091564034	-0.06754065620000001	0.0208080258	-0.0070070493	0.057656176399999995	-0.056730238499999995	-0.0267817552	-0.009080135999999999	0.0163692169	0.0576778563	0.05750645769999999	0.057221170599999996	0.0568225599	0.0563114151	0.055688748499999996	0.054955793200000005	0.0541140009	0.053165038600000006	0.0521107857	0.0473836	0.08029999999999998	0.305959	0.00168329	0.00117353	0.00140913
3182.0284197600295	2927.535464722984	3828.1619340049047	1.087317	29.544191	0.17010899999999998	-0.0251944084	0.0333829346	-0.05149658	-0.0411682556	-0.052887238899999994	-0.014027556799999999	-0.0014941788000000001	0.0458138917	-0.0334574793	-0.010919635300000001	-0.0158080042	0.055459850199999994	0.0576636161	0.0574495601	0.0570933886	0.0565959827	0.055958572699999994	0.0551827354	0.0542703902	0.0532237939	0.0520455355	0.0507385297	0.0661862	0.0861379	0.369181	0.00247917	0.00152075	0.00191096
