onset	duration	trial_type	response_time
30.813	11.2	n/a	9.693
45.211	11.2	n/a	9.672
57.209	11.2	low	9.788
69.207	11.2	n/a	9.71600000000001
82.422	11.2	n/a	9.842
94.42	11.2	n/a	9.501
106.418	11.2	high	10.264
120.816	11.2	low	9.64400000000001
134.013	11.2	n/a	9.70699999999999
147.211	11.2	n/a	9.786
160.409	11.2	n/a	9.858
172.407	11.2	n/a	10.09
185.622	11.2	n/a	9.81199999999998
200.02	11.2	n/a	9.70399999999998
214.417	11.2	n/a	9.88900000000001
258.81	11.2	n/a	9.67700000000002
273.208	11.2	n/a	10.081
287.622	11.2	n/a	10.19
299.621	11.2	n/a	9.76300000000003
311.619	11.2	high	9.69999999999999
323.617	11.2	n/a	9.64699999999999
338.014	11.2	n/a	10.011
351.212	11.2	n/a	9.62
365.61	11.2	low	9.63900000000001
380.008	11.2	n/a	9.71700000000004
393.222	11.2	n/a	9.67000000000002
406.42	11.2	n/a	9.73599999999999
418.418	11.2	low	9.78399999999999
431.616	11.2	n/a	9.613
443.614	11.2	n/a	10.057
486.808	11.2	n/a	9.79200000000003
500.022	11.2	n/a	9.95699999999999
512.02	11.2	n/a	10.004
525.218	11.2	n/a	9.91000000000008
539.616	11.2	n/a	9.54200000000003
552.814	11.2	n/a	9.59900000000005
564.812	11.2	n/a	10.153
576.81	11.2	n/a	10.3430000000001
590.008	11.2	low	9.78699999999992
604.422	11.2	n/a	9.51499999999999
618.82	11.2	high	9.47399999999993
632.018	11.2	n/a	9.63599999999997
646.416	11.2	n/a	9.54499999999996
660.813	11.2	n/a	9.82900000000006
672.812	11.2	low	10.41
