onset	duration	trial_type	response_time
30.817	11.2	n/a	9.673
42.815	11.2	n/a	9.602
54.813	11.2	low	9.58499999999999
69.227	11.2	n/a	9.5
81.226	11.2	n/a	9.511
94.424	11.2	n/a	9.824
108.821	11.2	high	10.125
122.019	11.2	low	9.53
136.417	11.2	n/a	9.58799999999999
148.415	11.2	n/a	10.354
161.613	11.2	n/a	9.78
176.027	11.2	n/a	9.89800000000002
188.026	11.2	n/a	9.649
201.223	11.2	n/a	10.006
214.421	11.2	n/a	10.239
258.814	11.2	n/a	9.55399999999997
272.012	11.2	n/a	9.75700000000001
286.427	11.2	n/a	9.71299999999997
298.425	11.2	n/a	9.92699999999996
310.423	11.2	high	10.645
324.821	11.2	n/a	9.57099999999997
338.019	11.2	n/a	10.266
351.217	11.2	n/a	10.606
365.614	11.2	low	9.72500000000002
378.812	11.2	n/a	9.72899999999998
390.827	11.2	n/a	9.78699999999998
405.225	11.2	n/a	9.61599999999999
417.223	11.2	low	9.63799999999998
431.621	11.2	n/a	9.65100000000001
444.818	11.2	n/a	9.56400000000002
486.812	11.2	n/a	9.54699999999997
498.827	11.2	n/a	10.132
513.224	11.2	n/a	9.75399999999991
526.422	11.2	n/a	10.3049999999999
539.62	11.2	n/a	10.066
551.618	11.2	n/a	9.65199999999993
563.617	11.2	n/a	9.80100000000004
578.014	11.2	n/a	9.62800000000004
592.412	11.2	low	10.5749999999999
604.427	11.2	n/a	9.60899999999992
617.625	11.2	high	9.87900000000002
630.823	11.2	n/a	9.93700000000001
645.22	11.2	n/a	9.91800000000001
657.218	11.2	n/a	9.52500000000009
670.416	11.2	low	10.414
