onset	duration	trial_type	response_time
31.109	9.6	low	7.372
41.908	9.6	low	6.017
53.907	9.6	low	6.126
65.906	9.6	n/a	5.43199999999999
76.705	9.6	n/a	5.854
89.921	9.6	low	6.07899999999999
103.12	9.6	n/a	n/a
116.319	9.6	n/a	5.67399999999999
128.318	9.6	low	5.79599999999999
139.117	9.6	high	7.14700000000002
149.916	9.6	n/a	6.26900000000001
163.115	9.6	low	7.036
176.314	9.6	low	6.56900000000002
187.113	9.6	low	5.99299999999999
197.913	9.6	high	5.66299999999998
209.912	9.6	low	7.60399999999998
221.911	9.6	n/a	5.84399999999999
233.91	9.6	low	5.06700000000001
277.106	9.6	n/a	6.00400000000002
290.305	9.6	low	5.49599999999998
301.121	9.6	n/a	6.21300000000002
313.12	9.6	low	5.66199999999998
323.919	9.6	n/a	6.24600000000004
337.118	9.6	high	6.66500000000002
349.117	9.6	low	6.10999999999996
361.116	9.6	n/a	7.00600000000003
374.315	9.6	low	5.904
385.115	9.6	low	6.44299999999998
397.114	9.6	low	5.13100000000003
409.113	9.6	low	5.476
419.912	9.6	low	6.45700000000005
431.911	9.6	n/a	5.678
445.11	9.6	low	6.81299999999999
458.309	9.6	low	5.702
469.108	9.6	high	5.53399999999999
482.307	9.6	n/a	6.84399999999999
523.12	9.6	low	6.33500000000004
535.119	9.6	low	5.495
545.919	9.6	low	6.178
557.918	9.6	n/a	6.029
571.117	9.6	high	5.90600000000006
583.116	9.6	low	5.58799999999997
593.915	9.6	n/a	6.03300000000002
604.714	9.6	n/a	5.79999999999995
617.913	9.6	low	5.24099999999999
631.112	9.6	low	5.75400000000002
641.911	9.6	low	6.42000000000007
652.71	9.6	n/a	5.96399999999994
664.709	9.6	low	5.81200000000001
677.908	9.6	low	5.32600000000002
688.707	9.6	low	5.23199999999997
700.707	9.6	n/a	6.86400000000003
713.905	9.6	n/a	5.71100000000001
725.905	9.6	low	6.80700000000002
