onset	duration	trial_type	response_time
31.111	9.6	n/a	5.386
41.927	9.6	n/a	5.325
53.926	9.6	n/a	5.537
67.125	9.6	low	6.191
80.324	9.6	low	6.11499999999999
91.123	9.6	low	7.422
104.322	9.6	n/a	6.239
116.321	9.6	n/a	5.86500000000001
128.32	9.6	high	5.42100000000002
139.119	9.6	low	5.68700000000001
151.118	9.6	low	5.852
161.917	9.6	low	6.124
173.916	9.6	low	6.874
187.115	9.6	low	6.60299999999998
197.914	9.6	n/a	6.28900000000002
211.113	9.6	low	5.50399999999999
224.312	9.6	low	5.40899999999999
235.112	9.6	low	5.87
277.125	9.6	low	5.52800000000002
290.324	9.6	n/a	7.108
303.523	9.6	low	6.08599999999996
316.722	9.6	n/a	5.911
327.521	9.6	n/a	6.62199999999996
339.52	9.6	low	6.20800000000003
351.519	9.6	low	5.93099999999998
362.318	9.6	low	6.358
374.317	9.6	low	6.32599999999996
385.116	9.6	low	6.28800000000001
397.116	9.6	low	5.58500000000004
410.315	9.6	low	5.95299999999997
421.114	9.6	high	6.02200000000005
431.913	9.6	low	6.71299999999997
442.712	9.6	n/a	6.41800000000001
455.911	9.6	n/a	6.22199999999998
469.127	9.6	n/a	6.14600000000002
481.126	9.6	high	5.82100000000003
523.122	9.6	low	5.71000000000004
535.121	9.6	high	5.904
545.921	9.6	low	5.803
557.92	9.6	low	5.69900000000007
569.919	9.6	low	5.60800000000006
583.118	9.6	high	5.56699999999989
596.317	9.6	low	5.61500000000001
609.516	9.6	low	5.50200000000007
620.315	9.6	n/a	6.774
631.114	9.6	low	5.49900000000002
644.313	9.6	low	5.36199999999997
656.312	9.6	n/a	5.64499999999998
669.511	9.6	n/a	5.80500000000006
682.726	9.6	n/a	6.827
693.526	9.6	n/a	5.58800000000008
704.325	9.6	low	5.93299999999999
716.324	9.6	n/a	6.024
728.323	9.6	low	7.64300000000003
