onset	duration	trial_type	response_time
30.816	11.2	n/a	9.818
45.215	11.2	n/a	9.47499999999999
59.614	11.2	low	10.117
71.613	11.2	n/a	10.01
86.012	11.2	n/a	10.032
99.211	11.2	n/a	9.473
111.21	11.2	high	9.59400000000001
125.609	11.2	low	10.035
137.608	11.2	n/a	9.72899999999998
149.607	11.2	n/a	n/a
164.006	11.2	n/a	9.44499999999999
177.221	11.2	n/a	9.91899999999998
190.42	11.2	n/a	9.89800000000002
203.619	11.2	n/a	9.977
216.818	11.2	n/a	9.63299999999998
258.815	11.2	n/a	10.008
273.214	11.2	n/a	9.92700000000002
285.213	11.2	n/a	10.508
299.612	11.2	n/a	9.98199999999997
311.611	11.2	high	10.047
324.81	11.2	n/a	9.613
339.208	11.2	n/a	10.165
353.607	11.2	n/a	10.0189999999999
368.006	11.2	low	10.0050000000001
381.222	11.2	n/a	10.09
393.221	11.2	n/a	10.108
406.42	11.2	n/a	9.91699999999997
419.619	11.2	low	9.98699999999997
431.618	11.2	n/a	n/a
443.617	11.2	n/a	9.91199999999998
486.814	11.2	n/a	10.17
498.813	11.2	n/a	10.026
513.211	11.2	n/a	n/a
525.211	11.2	n/a	n/a
538.409	11.2	n/a	9.44100000000003
551.608	11.2	n/a	9.548
566.007	11.2	n/a	9.72000000000003
580.406	11.2	n/a	9.98900000000003
594.822	11.2	low	10.3049999999999
606.821	11.2	n/a	9.86599999999999
620.02	11.2	high	9.96800000000007
634.419	11.2	n/a	9.79899999999998
646.418	11.2	n/a	9.81399999999996
659.617	11.2	n/a	9.76300000000003
671.616	11.2	low	9.58000000000004
