onset	duration	trial_type	response_time
31.108	9.6	n/a	5.389
43.106	9.6	low	5.085
56.304	9.6	low	5.41699999999999
67.119	9.6	high	5.426
80.317	9.6	n/a	5.20100000000001
93.515	9.6	low	5.035
104.313	9.6	low	5.17999999999999
116.311	9.6	low	5.782
127.11	9.6	low	5.224
139.108	9.6	n/a	5.803
152.306	9.6	n/a	5.35399999999998
163.104	9.6	n/a	5.422
175.119	9.6	low	5.36500000000001
188.317	9.6	low	5.28899999999999
200.315	9.6	low	5.20500000000001
211.113	9.6	n/a	5.464
224.311	9.6	low	5.233
236.309	9.6	low	5.53
277.119	9.6	low	5.31599999999997
290.317	9.6	low	5.375
301.115	9.6	low	6.21100000000001
313.114	9.6	n/a	5.66500000000002
325.112	9.6	n/a	6.22499999999997
338.31	9.6	high	5.25999999999999
349.108	9.6	n/a	5.26400000000001
359.906	9.6	n/a	5.346
371.904	9.6	n/a	5.03199999999998
385.119	9.6	low	5.49399999999997
397.117	9.6	low	5.01499999999999
407.915	9.6	low	5.21799999999996
418.714	9.6	low	5.23500000000001
431.911	9.6	low	5.28399999999999
445.109	9.6	low	5.15300000000002
458.307	9.6	n/a	5.702
469.106	9.6	low	5.30400000000003
481.104	9.6	high	5.06800000000004
523.114	9.6	low	5.21899999999994
533.912	9.6	low	5.34299999999996
545.91	9.6	low	5.23500000000001
556.708	9.6	n/a	5.15600000000006
569.906	9.6	n/a	5.58800000000008
580.705	9.6	low	5.14299999999992
592.719	9.6	n/a	5.22899999999993
605.917	9.6	low	5.90899999999999
617.915	9.6	low	5.33500000000004
631.113	9.6	low	5.28099999999995
643.111	9.6	n/a	5.23199999999997
656.309	9.6	high	5.46900000000005
668.307	9.6	high	5.245
681.505	9.6	n/a	5.20500000000004
692.304	9.6	low	5.16600000000005
704.318	9.6	n/a	5.37400000000002
717.516	9.6	low	5.26999999999998
728.315	9.6	low	5.09999999999991
